label	correction
0	" The correct version of your sentence would be ""I won't ask you to believe that he tried to force me to give her any money."" The verb tense in the original sentence is incorrect - ""tried"" should be in the past participle form instead of the present tense. Additionally, the pronouns used could be clearer; it may not be immediately clear who ""her"" refers to without additional context.
"
0	" The correct version of your sentence would be ""That Sam sometimes didn't sleep must have pleased someone."" 
"
1	" I talked to Winston about himself.
"
0	" The correct version of your sentence would be ""That the fuzz wanted him worried John, but that the fuzz didn't want her to worry Mary.""
"
0	" I'll work on it if Sam will be working on it.
"
1	" I'll work on it if I can. 
"
0	" The correct version of your sentence would be ""Here's a knife with which you can cut up the onions."" The original sentence contains an error in syntax - it should use a relative clause to clarify who the knife is intended for instead of using the phrase ""for you"" at the end of the sentence. Additionally, the verb tense used could be improved for clarity and conciseness.
"
0	" Fluffy is sick, which not everyone knows.
"
1	" Maxwell is quite a doctor.
"
0	" The correct version of your sentence would be ""The younger woman might have been tall and blonde, and the older one definitely was."" The original sentence contains an error in syntax - it should use a comma instead of a semicolon to separate two independent clauses that could stand alone as complete sentences. Additionally, the verb tense used could be improved for clarity and conciseness.
"
0	" The correct version of your sentence would be ""Sally is tall and may be blonde, while Sheila is short and definitely is blonde.""
"
1	" I have to try to finish grading some papers.
"
0	" The correct version of your sentence would be ""The socks are ready for you to put on and plan.""
"
1	" It is easy to play sonatas on this violin.
"
0	" This violin is difficult to play sonatas on.
"
0	" The correct version of your sentence would be ""My mother is easy to please both my father and me."" The original sentence contains an error in syntax - it should use a relative clause to clarify who or what is being referred to instead of using the phrase ""and"" at the end of the sentence. Additionally, the verb tense used could be improved for clarity and conciseness.
"
1	" Poor Bill, it had started to rain and he had no umbrella.
"
1	" That the cops spoke to the janitor about it yesterday is terrible, that robbery. 
"
0	" The correct version of the sentence would be ""Every student who wears socks is a swinger.""
"
1	" That girl was given my binoculars by him.
"
1	" Bill didn't allege that Roger had eaten anything.
"
1	" The correct version of the sentence would be ""Nobody who hates eating anything should work in a deli.""
"
0	" Here is a corrected version: ""Everyone around here who ever buys anything on credit talks in their sleep.
"
0	" The correct version of the sentence would be ""I can't remember the name of someone who had misgivings.""
"
0	" 
"
1	" No writer, nor any playwright, meets in Vienna.
"
1	" That you will marry any student is not certain.
"
1	" Felicia kicked the ball off the bench.
"
1	" I sent the package halfway around the world. 
"
0	" The correct version of the sentence would be ""Sam took the ball out of the basket.""
"
0	" The correct version of the sentence would be ""Sam took the ball out of the basket.""
"
1	" Park Square has a festive air.
"
1	" The worker will have a job. 
"
1	" The correct version of the sentence would be ""Nobody can forgive that comment to you.""
"
1	" We launched the rocket to the moon, but it blew up before it got there.
"
0	" The correct version of the sentence would be ""Sarah promised
"
0	" The correct version of the sentence would be ""I lent the book to Tony halfway.""
"
1	" The farmer loaded the cart with apples.
"
0	" The correct version of the sentence would be ""The farmer loaded the cart with apples.""
"
1	" Martha carved the baby a toy out of wood.
"
1	" The bread cuts easily.
"
0	" The correct version of the sentence would be ""Janet broke her nail on Bill's finger.""
"
1	" Janet broke the cup.
"
1	" The visitor rang the bell.
"
0	" The correct version of the sentence would be ""We managed to free ourselves.""
"
1	" That movie always shocks people.
"
0	" The correct version of the sentence would be ""That movie always shocks people.""
"
0	" Sharon enter the room.
"
1	" Bill sent a package to Tom.
"
1	" That acorn will grow into an oak tree.
"
0	" The correct version of the sentence would be ""He turned into a prince.""
"
1	" I mixed the sugar into the butter. 
"
0	" The correct version of the sentence would be ""Brian threw the stick over the fence.""
"
0	" The correct version of the sentence would be ""Mira condemned Terry because of the accident.""
"
1	" We investigated the area for bombs.
"
1	" I sensed his eagerness.
"
1	" They praised the dedication in the volunteers.
"
1	" The earth was believed to be round.
"
0	" Sarah smiled a charming smile.
"
1	" Sandra beamed a cheerful welcome.
"
1	" You've really lived it up.
"
1	" Paperback books lift onto the table easily.
"
1	" The books lifted onto the table.
"
1	" Jessica loaded boxes under the wagon.
"
1	" Jessica loaded boxes on the wagon.
"
0	" The correct version of your sentence would be ""Jessica crammed boxes into the truck.""
"
0	" The correct version of your sentence would be ""Lora buttered the toast."" In this case, ""at"" should be replaced with ""the"".
"
0	" The correct version of your sentence would be ""Carla shoveled the walkway.""
"
1	" Nora sent the book.
"
1	" Nora sent Peter the book.
"
1	" Carla slid the book.
"
0	" The correct version of your sentence would be ""Carla slid on the book.""
"
1	" Amanda carried the package to Pamela.
"
0	" The correct version of your sentence would be ""Packages drive easily to New York City.""
"
0	" The correct version of your sentence would be ""The chair pushed against the wall.""
"
1	" We offered a job to her.
"
0	" The correct version of your sentence would be ""A job offer was made."" In this case, ""offered"" should be replaced with ""was made"".
"
1	" Brown presented a plaque to Jones.
"
1	" Carmen bought Mary a dress.
"
1	" Carmen obtained the spare part at the hardware store.
"
0	" The correct version of your sentence would be ""Michelle kept the desk with all the papers.""
"
1	" Frances hid the presents in the drawer. 
"
0	" The correct version of your sentence would be ""The needle poked through the cloth."" In this case, ""poked"" should be replaced with ""pierced"".
"
1	" Carrie touched that cat.
"
0	" The correct version of your sentence would be ""Herman whipped cream and sugar.""
"
1	" Linda taped the picture to the wall.
"
1	" Linda taped the picture onto the wall.
"
1	" The child and her mother clung together.
"
1	" This flyer and that flyer differ.
"
0	" The correct version of your sentence would be ""This flyer and that one differ.""
"
0	" The correct version of your sentence would be ""The jeweler scribbled his name on the contract.""
"
1	" The gardener grew that acorn into an oak tree.
"
1	" I shaped a loaf.
"
0	" The correct version of your sentence would be ""The children amused themselves.""
"
1	" Susan whispered the news.
"
0	" The correct version of your sentence would be ""Susan whispered to Rachel.""
"
1	" Ellen said that melons were selling well. 
"
0	" The correct version of your sentence would be ""Ellen said something about the present conditions.""
"
1	" Ellen warned Helen against skating on thin ice. 
"
1	" Cynthia nibbled on the carrot .
"
0	" The correct version of your sentence would be ""Cynthia chewed on the carrot.""
"
1	" Paul laughed at Mary. 
"
0	" The correct version of your sentence would be ""Linda winked her eye."" In this case, ""lip"" should be replaced with ""eye"".
"
0	" The correct version of your sentence would be ""My heart is pounding.""
"
1	" Sharon fainted from hunger. 
"
1	" The witch poisoned the children.
"
1	" A grandfather clock ticked in the hallway. 
"
0	" The correct version of your sentence would be ""I squeezed through the door.""
"
1	" Over the fire there bubbled a fragrant stew.
"
1	" Soaring temperatures are predicted for this weekend.
"
0	" The correct version of your sentence would be ""The fort was fluttering with many flags.""
"
1	" The voices echoed in the hall.
"
1	" The stream twists through the valley.
"
0	" The correct version of your sentence would be ""Yesterday presented itself as a wonderful opportunity."" In this case, ""itself"" should be removed from the sentence and ""as"" should be added after ""presented"".
"
1	" A wonderful opportunity presented itself to him yesterday.
"
0	" The correct version of your sentence would be ""Out of the box jumped a little white rabbit.""
"
1	" Penny skated around the rink. 
"
1	" Jackie accompanied Rose.
"
0	" The correct version of your sentence would be ""much information was provided.""
"
0	" The correct version of your sentence would be ""John offers much advice.""
"
1	" The cake that Jones got was more delicious than the one that Smith got.
"
0	" The correct version of your sentence would be ""We recommend that you eat less cake and pastry.""
"
1	" I saw that gas can explode. 
"
0	" The correct version of your sentence would be ""He washed her hair.""
"
0	" The correct version of your sentence would be ""Wash yourself!""
"
0	" The correct version of your sentence would be ""They have no ins.""
"
0	" The correct version of your sentence would be ""Some of my jobs are in jeopardy.""
"
0	" The correct version of your sentence would be ""It was the policeman who met several young students in the park last night.""
"
1	" did the policeman meet in the park?
"
1	" John put old books in the box.
"
0	" The correct version of your sentence would be ""The monkeys are proud of their leader.""
"
0	" The correct version of your sentence would be ""John sounded very happy.""
"
1	" I don't know if I should agree.
"
0	" The correct version of your sentence would be ""John bought a book from/on the table.""
"
1	" John called the president a fool. 
"
1	" I forgot how good beer tastes.
"
1	" This teacher is a genius.
"
0	" The correct version of your sentence would be ""A good friend has remained with me because of him.""
"
1	" John ate his noodle quietly.
"
1	" A smith hammered the metal. 
"
1	" Sandy removed her ballet shoes.
"
1	" This week will be a difficult one for us.
"
1	"  Benny worked in a shoe factory when he was a student.
"
1	" Everyone hoped that she would sing. 
"
1	" This proved a decisive factor.
"
1	" The crocodile devoured the doughnut.
"
1	" John is afraid of Bill.
"
0	" The correct version of your sentence would be ""John put something under the bathtub.""
"
1	" John placed Kim behind the garage.
"
0	" The correct version of your sentence would be ""Kim depends on Sandy.""
"
1	" John put the book in the box.
"
1	" John taught English Syntax to new students.
"
1	" John regards Bill as a good friend.
"
0	" The correct version of your sentence would be ""Kim put something in the box.""
"
1	" The chickens seem fond of the farmer.
"
1	" The rules require that the executives be polite.
"
0	" The correct version of your sentence would be ""That Fred was unpopular nominated Bill for something.""
"
1	" They were taking a hard look at possible FTA.
"
0	" The correct version of your sentence would be ""John paid me for the book.""
"
1	" The committee will study the feasibility of setting up a national computer network. 
"
0	" The correct version of your sentence would be ""We made them behave rudely.""
"
1	" After reading the pamphlet, Judy threw it into the garbage can.
"
0	" The correct version of your sentence would be ""Students studying English read Conrad's Heart of Darkness while at university.""
"
1	" I read some of the book.
"
1	" Most of the fruit is rotten
"
0	" The correct version of your sentence would be ""Neither of the students failed.""
"
0	" The correcr version of yout sentence would be ""I drank some water.""
"
0	" The correct version of your sentence would be ""It's a golden hair.""
"
1	" The boy in the doorway waved to his father.
"
0	" The correct version of your sentence would be ""That dog is so ferocious that it even tried to bite itself.""
"
0	" The correct version of your sentence would be ""He washed himself""
"
0	" The correct version of your sentence would be ""John is easy to please Kim.""
"
0	" The correct version of your sentence would be ""There seemed to be intelligence.""
"
1	" John tried to please Stephen.
"
0	" The correct version of your sentence would be ""We believed John to be a fountain in the park.""
"
0	" The correct version of your sentence would be ""It tries to leave the country.""
"
1	" John tries to leave the country.
"
0	" The correct version of your sentence would be ""Under the bed seems like a fun place to hide.""
"
0	" The correct version of your sentence would be ""It is believed that there are sheep in the park.""
"
0	" The correct version of your sentence would be ""I hope to study in France.""
"
1	" John can kick the ball. 
"
0	" The correct version of your sentence would be ""It will rain tomorrow.""
"
0	" The correct version is ""We expect it to rain.""
"
1	" John was found in the office.
"
0	" The correct version of your sentence would be ""Was the child in the school?""
"
1	" It did not rain.
"
0	" The correct version of your sentence would be ""John does not want to leave the town.""
"
1	" Mary likes to tour art galleries, but Bill hates to.
"
1	" The correct version of your sentence would be ""They do not need to take this exam.""
"
1	" The correct version of your sentence would be ""Ann may spend her vacation in Italy.""
"
1	" They love to play golf, but I do not. 
"
1	" George has spent a lot of money, hasn't he? 
"
0	" The correct version of your sentence would be ""As a statesman, he could scarcely do anything worth mentioning.""
"
1	" We never found any of the unicorns
"
1	" One of Korea's most famous poets wrote these lines.
"
1	" Somebody apparently struck the unidentified victim during the early morning hours.
"
1	" The car was driven. 
"
1	" Ricky can be relied on. 
"
0	" The correct version of your sentence would be ""The bed had been slept in.""
"
1	" A pound was weighed by the book.
"
1	" Who do you think Tom saw
"
1	" he had spent five thousand dollars.
"
0	" The correct version of your sentence would be ""Fed knows which politician to vote for."" The word ""her"" should be replaced with ""to"".
"
1	" How did you guess that he fixed the computer?
"
0	" The correct version of your sentence would be ""The committee knows whose efforts should be honored for achieving peace.""
"
1	" Which house does your friend live?
"
1	" the baker from whom I bought these bagels left.
"
1	" I found the place where we can relax.
"
0	" The correct version of your sentence would be ""Jack is the person with whom Jenny fell in love."" The word ""with"" should be removed after ""love"".
"
1	" There is a bench to sit on. 
"
1	" I met the man who grows peaches.
"
0	" The correct version of your sentence would be ""Which topic did you choose without getting his approval?"" 
"
0	" The correct version of your sentence would be ""Which topic did you get bored because Mary talked about it?"" The word ""because"" should be replaced with ""due to"". Also, add a comma after ""Mary talked about.""
"
1	" That is the reason why he resigned.
"
1	" It bothers me that John coughs.
"
0	" The correct version of your sentence would be ""Pleasing John is easy."" The word ""to"" should be removed from the beginning of the sentence
"
1	" Kim is eager to please Tom.
"
0	" The correct version of your sentence would be ""That we invaded Iraq really bites.""
"
1	" It annoys me that Fido barks.
"
0	" The correct version of your sentence would be ""Angela achieved the best result."" 
"
1	" It was the peasant girl who got it.
"
0	" The correct version of your sentence would be ""That kind of person is hard to find someone to look after."" The word ""anyone"" should be replaced with ""someone"". Also, consider adding a comma after ""look after"".
"
1	" A sick owl doesn't hunt mice. 
"
0	" The correct version of your sentence would be ""Each candidate who has an interest in semantics will be admitted to the department."" 
"
0	" The correct version of your sentence would be ""Each author whose contribution is written in any language other than English will provide a summary in English.""
"
1	"  I'm sure we even got these tickets!
"
0	" The correct version of your sentence would be ""I'm not even sure if we got these tickets!""
"
0	" The correct version of your sentence would be ""It's not because I have any sympathy for urban guerrillas that I helped him."" 
"
1	" It isn't because Sue said anything bad about me that I'm angry.
"
0	" The correct version of your sentence would be ""John whined because he was hungry."" 
"
1	" I gave Mary after the party a book.
"
0	" The correct version of your sentence would be ""As for Mary, I really like her because she's so pleasant."" 
"
0	" The correct version of your sentence would be ""Although he may hate those who criticize Carter, it doesn't matter."" 
"
0	" The correct version of your sentence would be ""Without a job, John wouldn't be happy."" The word ""no"" should be replaced with ""without"". Also, consider adding a comma after ""job"".
"
1	" I have much of the manuscript left to type.
"
1	" He's a more reliable man.
"
0	" The correct version of your sentence would be ""I don't want any trouble.""
"
1	" They may grow as high as bamboo. 
"
0	" The correct version of your sentence would be ""Some of them made as many errors as twenty.""
"
0	" The correct version of your sentence would be ""Sally kissed herself."" The word ""himself"" should be replaced with ""herself"".
"
0	"  The correct version of your sentence would be ""Drew believes that I think Rosie loves magazine ads.""
"
1	" Dave, Dan, Erin, Jaime, and Alina left.
"
1	" Hopefully, we'll make it through the winter without snow.
"
0	" The correct version of your sentence would be ""Blue leather shows that Betsy is pretty.""
"
1	" Gwen hit the baseball.
"
0	" The correct version of your sentence would be ""I hit that you knew the answer.""
"
1	" I've lost my wallet or I've lost my mind.
"
1	" It was a brand new car that he bought.
"
1	" He likes cookies and he hates crumb cake.
"
0	" The correct version of your sentence would be ""They chased the man with their car."" 
"
1	" I didn't have a red cent.
"
0	" The correct version of your sentence would be ""the book of poems from Blackwell takes a very long time to read.""
"
1	" the one with a red cover takes a very long time to read.
"
1	" John has a fear of dogs.
"
0	" The correct version of your sentence would be ""The building's roof is leaking."" The word ""the"" should be removed from both instances of ""building"".
"
0	" The correct version of your sentence would be ""the panther's coat is dark black."" 
"
1	" Colin asked if they could get a mortgage.
"
0	" The correct version of your sentence would be ""The man I saw getting into the cab robbed the bank.""
"
1	" I know you eat asparagus.
"
0	"  The correct version of your sentence would be ""John's drumming will always bother me.""
"
1	" An evil thought struck Dave.
"
1	" In the classroom John put the book on the table.
"
1	" Phillip gave the medal to the soldier.
"
0	" The correct version of your sentence would be ""Heidi thinks that Andy should eat salmon-flavored candy bars.""
"
1	" Heidi thinks that Andy should eat salmon flavored candy bars. 
"
1	" He danced.
"
0	" The correct version of your sentence would be ""Did Calvin do his homework?""
"
0	" The correct version of your sentence would be ""Sylvia was slapping Jeff on the head in martial arts class.""
"
1	" If I am a rich man, I'd buy a diamond ring.
"
1	" If he were a rich man, he'd buy a diamond ring.
"
1	" John is likely to leave.
"
1	" The manager laughed.
"
0	" The correct version of your sentence would be ""Was sunk?"" The word ""sunk"" should not be used in this context as it implies past tense. Consider adding a question mark at the end to form a question.
"
1	" Who did you think kissed the gorilla?
"
1	" Have you seen my model airplane collection?
"
1	" It seems that Lucy was mugged.
"
1	" I ate a salad that was filled with lima beans.
"
1	" There were four men arriving at the station when I pulled up.
"
1	" Jean is reluctant to dance.
"
1	" I want her to dance.
"
1	" Jean persuaded Robert.
"
1	" Jean wants Bill to do the Macarena.
"
1	" The children admire their mother.
"
1	" Who has Peter talked with?
"
1	" Heidi likes her violin.
"
0	" The correct version of your sentence would be ""John thinks that Mary loves herself."" 
"
0	" The correct version of your sentence would be ""Which pictures does John like of himself?"" 
"
1	" Any owl hunts mice.
"
0	" The correct version of your sentence would be ""Any man did not eat dinner.""
"
1	" A pilot could be flying this plane.
"
0	" The correct version of your sentence would be ""Everybody who attended last week's huge rally signed the petition, whomever they were.""
"
1	" Anybody who attended last week's huge rally signed the petition.
"
1	" Any tiger has orange fur, marked with black stripes.
"
1	" Any albino tiger has orange fur, marked with black stripes.
"
1	" You must pick any flower you see.
"
1	" Any pilot on duty today could be flying this plane.
"
1	" You may pick every flower, but leave a few for Mary. 
"
0	" The correct version of your sentence would be ""The Dodgers beat the Red Sox and were defeated by the Giants.""
"
1	" In which car was the man seen?
"
0	" The correct version of your sentence would be ""The man whom Mary loves and Sally hates computed my tax.""
"
0	" The correct version of your sentence would be ""The kennel that Mary made and Fido sleeps in has been stolen.""
"
1	" Tom said he would and Bill actually did eat a raw eggplant.
"
1	" The wealthy young man bought that piano for his secret fiancée.
"
1	" The dog stole the turkey.
"
1	" a tall building
"
1	" This building is tall. 
"
1	" I like the book which you gave me.
"
1	" Captain Wentworth wrote a letter to Anne Elliott.
"
0	" The correct version of your sentence would be ""She asked if Alison was coming to the party.""
"
0	" The correct version of your sentence would be ""They realized that never had Sir Thomas been so offended."" 
"
1	" Fanny regretted having to talk to Aunt Norris. 
"
1	" Knowing the country well, he took a short cut.
"
1	" He left the train with somebody else's wallet in his pocket.
"
1	"  Magnus went to Ireland.
"
1	" Who did John send the book?
"
0	" The correct version of your sentence would be ""The idea dismayed the Prime Minister that the Dome was dull."" 
"
0	" The correct version of your sentence would be ""He came right in without so much as a knock."" 
"
1	" Harriet admired Mr Knightley.
"
1	" The book is boring.
"
1	" Ethel wishes to ask you some awkward questions.
"
1	" Emma made Harriet some food.
"
1	" The window was broken with a hammer.
"
1	" The fugitive lay motionless in order to avoid discovery.
"
1	" The guard marched the prisoners round the yard.
"
1	" Frank Churchill crossed the street.
"
1	" Emma and Harriet were attacked yesterday.
"
1	" Fiona might be here by 5 o'clock.
"
1	" I am both expecting to get the job and of the opinion that it is a desirable one.
"
0	" The correct version of your sentence would be ""Pat was awarded the Golden Fleece Award and was very upset about it.""
"
0	" The correct version of your sentence would be ""Kim alienated cats and beat his dog."" 
"
1	" They knew that pictures of each other would be on sale.
"
1	" Which article did Terry file papers without reading?
"
1	" I want to try and buy some whiskey. 
"
0	" The correct version of your sentence would be ""She goes and buys some whiskey.""
"
0	" The correct version of your sentence would be ""Kim and Terry are happy."" 
"
1	" Kim gave a dollar to Bobbie and a dime to Jean.
"
0	" The correct version of your sentence would be ""This girl in the red coat will put pictures of Bill in the mailbox and on your desk before tomorrow.""
"
0	" The correct version of your sentence would be ""This girl in the red coat will put pictures of Bill on your desk before tomorrow."" 
"
0	" The correct version of your sentence would be ""This girl in the red coat will put pictures of Bill on your desk before tomorrow."" 
"
1	"  Ann bought a first edition of Richard III for $1000.
"
0	" The correct version of your sentence would be ""John became deadly afraid of flying."" 
"
1	" What John promised is to be gentle.
"
0	" The correct version of your sentence would be ""Which books about cooking does Henri want to buy?"" 
"
1	" I will fix the computer for Carol.
"
1	" Smith loaned a valuable collection of manuscripts to the library.
"
0	" The correct version of your sentence would be ""Mary cut the paper."" 
"
0	" The correct version of your sentence would be ""It took place from six to nine."" 
"
0	" The correct version of your sentence would be ""Two inspectors from the INS suddenly arrived."" 
"
0	" The correct version of your sentence would be ""The soup thickens as it cooks.""
"
1	" I gave money to the charity.
"
1	" John asked.
"
0	" I saw even the student.
"
0	" Mary left, and John whispered.
"
0	" The correct version of your sentence would be ""Mary wonders if Bill will come.""
"
0	" The correct version of your sentence would be ""Sophie will go to the theater."" 
"
1	" John finished the cake and drank the lemonade.
"
0	" The correct version of your sentence would be ""Mary's mother likes herself."" 
"
0	" The correct version of your sentence would be ""Some of the boys fought with each other.""
"
0	" The correct version of your sentence would be ""John's mother likes John."" 
"
0	" The correct version of your sentence would be ""Mary revealed herself to John.""
"
0	" The correct version of your sentence would be ""Mary believes that Bill saw himself."" 
"
0	" The correct version of your sentence would be ""They criticized themselves.""
"
1	" Mary thinks that she is smart.
"
0	" The correct version of your sentence would be ""Henry found that Bill is sad."" 
"
0	" The correct version of your sentence would be ""John considers himself proud of Mary.""
"
0	" You should sit before you go.
"
1	" There is a nurse available.
"
0	" The correct version of your sentence would be ""Everyone hopes that everyone sleeps.""
"
1	" Everyone hopes that he will sleep.
"
0	" The correct version of your sentence would be ""Only Churchill remembered Churchill giving the Blood, Sweat and Tears speech.""
"
0	" The correct version of your sentence would be ""John promised Mary that he will shave himself."" 
"
1	" John convinced Bill that Mary should sleep.
"
0	" The correct version of your sentence would be ""I saw Bill while you were doing so Mary.""
"
1	" What Mary did Bill was give a book.
"
1	" The bears sniffed.
"
0	" The correct version of your sentence would be ""Stealing talismans from witches is dangerous.""
"
0	" The correct version of your sentence would be ""Anson demonized.""
"
0	" You kicked yourself.
"
0	" The book that I said I'd never read.
"
0	" The correct version of your sentence would be ""Anson demonized the Khyber Pass."" 
"
