label	explanation
0	" The grammar mistake in your sentence is the use of the word ""whole"" to modify ""bottle."" The word ""whole"" means ""complete"" or ""entire,"" and it does not fit well with the intended meaning of the sentence. A possible correction to your sentence is to use ""all"" instead of ""whole"" to indicate that the water filled the entire bottle. For example, ""What the water did to all of the bottle was fill it."" Another possible correction is to use ""the entire"" instead of ""the whole"" to emphasize that the filling occurred throughout the entire bottle. For example, ""What the water did to the entire bottle was fill it.""
"
0	" The grammar mistake in your sentence is the lack of a definite article ""the"" before ""fluid."" The correct sentence would be ""The tank leaked the fluid free"" to indicate a specific fluid. Additionally, the phrase ""free"" is not a verb and does not fit well with the intended meaning of the sentence. It is unclear what you intended to convey with ""free,"" but it is possible that you meant to use a verb such as ""flow"" or ""drip"" to describe the action of the fluid. For example, ""The tank leaked the fluid and it flowed free.""
"
1	" None.
"
1	" None.
"
1	" None.
"
0	" The grammar mistake in your sentence is the use of the word ""even"" to mean ""in spite of the fact that."" It is followed by the subordinating conjunction ""though"" and the clause ""the courts didn't actually find Klaus guilty of murder."" A possible correction to your sentence is to remove the word ""even"" and use the conjunction ""though"" to connect the two clauses. For example, ""Most people probably consider, though the courts didn't actually find, Klaus guilty of murder."" Another possible correction is to replace ""probably"" with ""likely"" to make the sentence more formal and precise. For example, ""Most people likely consider, though the courts didn't actually find, Klaus guilty of murder.""
"
0	" The grammar mistake in your sentence is the use of the word ""beautifully"" to modify the verb ""plays."" It is an adverb that is typically used to describe the manner in which a verb is performed, but it is not appropriate in this context. A possible correction to your sentence is to use the adverb ""well"" to describe the manner in which Mary plays the violin. For example, ""Mary plays the violin well."" Another possible correction is to use the adverb ""gracefully"" to emphasize the elegance and beauty of Mary's playing. For example, ""Mary plays the violin gracefully.""
"
0	" The grammar mistakes in your sentence are the use of the adverb ""probably"" and the word ""perfectly"" to modify the verb ""learn."" ""Probably"" is a word that means ""with a likelihood of something,"" but it is not appropriate in this context because it is used to describe the future tense of the verb ""learn."" Instead, you can use words such as ""definitely,"" ""certainly,"" or ""surely"" to indicate that John will learn French immediately. ""Perfectly"" is an adverb that means ""to a high degree,"" but it is not appropriate in this context because it is used to describe the manner in which John will learn French. Instead, you can use words such as ""quickly,"" ""easily,"" or ""effortlessly"" to indicate how John will learn French. A possible correction to your sentence is to remove the word ""probably"" and use the word ""quickly"" to indicate the speed at which John will learn French. For example, ""Clearly, John will immediately learn French quickly."" Another possible correction is to remove the word ""perfectly"" and use the word ""easily"" to indicate the ease at which John will learn French. For example, ""Clearly, John will immediately learn French effortlessly.""
"
0	" The grammar mistake is that the verb ""gave"" should agree in number with its subject ""Sue."" Since ""Sue"" is singular, the verb should also be singular. Therefore, the correct sentence would be: ""Sue gave a book to Bill.""
"
1	" None.
"
1	" None.
"
0	" The grammar mistakes are The use of the article ""a"" before ""genuine linguist"" is incorrect. It should be ""as a genuine linguist"" without the article ""a."" The verb ""represented"" should be in its past participle form ""represented"" to function as a past participle adjective in the phrase ""as a genuine linguist."" The word ""seriously"" should be in its adverb form ""seriously"" to modify the verb ""represented.""
"
0	" The grammar mistake is that the subject of the sentence is missing. The correct subject should be ""we"" (referring to the person or people using the pronoun ""us"") instead of ""they."" Therefore, the sentence should be: ""We love they."" However, it is important to note that the sentence is still grammatically incorrect because the verb ""love"" should be in its correct form ""loves"" to agree with the subject ""we."" The correct sentence would be: ""We love them.""
"
1	" None.
"
1	" None.
"
1	" None.
"
0	" The grammar mistake is that the sentence is in the wrong order. The correct sentence should be: ""I can't believe that Fred won't, either."" The use of the word ""either"" implies that there are two options, but the sentence is missing the second option. By reordering the sentence, the meaning becomes clearer: ""I can't believe that Fred won't"" (I find it hard to believe that Fred won't) ""either"" (or that he would not).
"
1	" None.
"
1	" None.
"
1	" None.
"
0	" The grammar mistake is that the verb ""should"" is in the wrong tense. The correct verb tense for a past action with a reported speech is the past participle form ""should have"" or ""should have been"" depending on the tense of the original verb. Therefore, the correct sentence should be: ""Mary claimed that eating cabbage, Holly shouldn't have."" Additionally, it would be more natural to use ""is not recommended"" instead of ""shouldn't"" to make a general recommendation or advice. Therefore, the corrected sentence could be: ""Mary claimed that eating cabbage is not recommended for Holly.""
"
0	" The grammar mistake is the use of the phrase ""to be introduced"" in the second clause. The correct form would be ""to be introduced to"" or ""to meet"" depending on the intended meaning. Assuming that you want to convey the meaning that you both came to meet the bartender, the corrected sentence would be: ""Mary came to be introduced to the bartender, and I also came to meet him."" Both ""Mary"" and ""I"" would use the third-person singular form ""him"" as the object of the verb ""meet.""
"
1	" None
"
0	" The grammar mistake is the use of the singular form ""neuroses"" to refer to a plural concept. ""Neuroses"" is a singular noun that refers to a specific mental disorder. To refer to multiple neuroses, the correct form would be ""neuroses"" or ""neurotic tendencies."" Assuming that you want to convey the meaning that multiple neuroses or neurotic tendencies bother his patrons, the corrected sentence would be: ""Joe's neuroses and neurotic tendencies bother his patrons, and Sally does too.""
"
0	" The grammar mistake is that the sentence is not clear about who did what. The sentence is written in a way that suggests both José and Lilly did something for class, but it's not clear what each of them did. To make the sentence grammatically correct and clear, you could consider rephrasing it like this: ""I know which book José didn't read for class, and I also know which book Lilly read for him.""
"
0	" There are two grammar mistakes in your sentence: ""This is the book which Bob reviewed"" should be ""This is the book that Bob reviewed"" because ""book"" is a singular noun, and ""which"" is used for non-restrictive clauses, which this clause is not. ""This is the one which Fred won't do it"" should be ""This is the one that Fred won't do"" because ""one"" is a singular noun, and ""that"" is used for restrictive clauses, which this clause is not.
"
0	" There are two grammar mistakes in your sentence: ""which book Mag read"" should be ""that Mag read"" because ""book"" is a singular noun, and ""that"" is used for restrictive clauses, which this clause is not. ""which book Bob said that you hadn't"" should be ""that Bob said you hadn't"" because ""book"" is a singular noun, and ""that"" is used for restrictive clauses, which this clause is not. In addition, the word ""haven't"" should be in the present perfect tense ""hadn't"" to match the past tense of the verb ""said"".
"
0	" There are two grammar mistakes in your sentence: ""which book Bob read my report that you hadn't"" should be ""that Bob read my report that you hadn't"" because ""book"" is a singular noun, and ""that"" is used for restrictive clauses, which this clause is not. The word ""read"" should be in the past tense ""read"" to match the time frame of the sentence. In addition, the word ""haven't"" should be in the present perfect tense ""hadn't"" to match the past tense of the verb ""read"".
"
0	" There is one grammar mistake in your sentence: ""I'm sure I would like him to eat fruit more than I would cookies"" should be ""I'm sure I would like him to eat more fruit than cookies"" because the subject of the sentence is ""I"" and the verb is ""would like,"" so the verb should agree in number with the subject. In addition, the word ""eat"" should be in the base form because it is the main verb of the sentence.
"
0	" There is one grammar mistake in your sentence: ""Rusty talked about himself only after Mary did talk about him"" should be ""Rusty talked about himself only after Mary talked about him"" because the past participle of the verb ""talk"" is ""talked,"" not ""did talk."" In addition, the word ""did"" is unnecessary because ""talk"" is already in the past tense.
"
0	" The correct sentence would be: ""Fred talked about everything before Rusty talked about something."" The verb ""talk"" is in the past tense, so it needs to be consistent throughout the sentence. Additionally, the subject ""Rusty"" is singular, so the verb ""did"" should be in the singular form ""talked"" instead of ""did talk.""
"
1	" The sentence is in the present simple tense, which is used to describe habits or routines. ""Often"" is an adverb that indicates frequency, and ""meets"" is a verb in the present simple tense. The subject ""John"" and the object ""Mary"" are both singular, so the verb ""meets"" is in the singular form.
"
0	" The correct sentence would be: ""The problem is easily perceived."" The verb ""perceives"" should be in the third person singular form ""is"" to agree with the subject ""problem."" Additionally, the verb ""perceived"" should be in the past participle form to function as the past participle of the verb ""perceive.""
"
1	" The sentence is in the present perfect tense, which is used to describe actions that started in the past and continue up to the present moment. ""A hundred men"" is a singular countable noun, so the verb ""surrounded"" is in the singular form.
"
0	" The correct sentence would be: ""They elected me."" The subject of the sentence is ""we,"" which is a plural pronoun, so the verb ""elected"" should be in the plural form ""elect."" Additionally, the pronoun ""me"" is in the objective case, which is used as the object of a verb or a preposition.
"
0	" The correct sentence would be: ""Which report did he submit that John was incompetent?"" The sentence is in the past tense, but the verb ""did"" should agree with the subject ""he"" in the past tense. Additionally, the phrase ""that John was incompetent"" should be in the relative clause form, with ""that"" introducing the relative clause and ""was incompetent"" being the predicate.
"
1	" None
"
0	" The grammar mistake in the sentence is the lack of a comma between ""let"" and ""the cats."" The correct sentence would be: ""He let the cats, which were whining, out.""
"
1	" None
"
1	" None
"
0	" The grammar mistake in the sentence is that it is not clear who made the claim. The correct sentence would be: ""A proof that the claim had been made was given that John had lied."" Additionally, the phrase ""had been made"" could be replaced with ""had been made by John"" to clarify who made the claim. The corrected sentence would be: ""A proof that the claim made by John had been made was given that John had lied.""
"
0	" The grammar mistake in the sentence is that it is not clear who did the attributing. The sentence should be written in a different way to clarify this. For example, ""It was determined that a short circuit caused by an overloaded transducer was the cause of the fire that destroyed most of my factory. He attributed the fire to this cause."" Additionally, the phrase ""which was caused by an overloaded transducer"" could be replaced with ""which was caused by an overloaded transducer"" to make the sentence more clear. The corrected sentence would be: ""He attributed the fire, which was caused by an overloaded transducer, to this cause.""
"
1	" None
"
0	" The grammar mistake in the sentence is the incorrect use of the word ""left."" The correct sentence would be: ""I want that Bill's departure remains a secret."" The word ""remains"" is used instead of ""remain"" to show that the action of keeping it a secret is ongoing. Additionally, ""Bill's departure"" is used instead of ""Bill left"" to indicate that Bill is leaving rather than the fact of him leaving being a secret.
"
0	" The grammar mistake in the sentence is the incorrect use of the word ""drives."" The sentence should be written in a different way to make it grammatically correct. For example, ""I know a man, and Tom drives him as well."" The word ""and"" is used to connect the two clauses, and ""as well"" is used to indicate that Tom drives the man in addition to doing something else. Alternatively, the sentence could be written as ""I know a man whom Tom drives,"" which is also grammatically correct.
"
0	" The grammar mistake in the sentence is the lack of a comma between ""Drowning cats"" and ""which is against the law."" The correct sentence would be: ""Drowning cats, which is against the law, are hard to rescue."" The use of the comma in this sentence helps to separate two clauses and makes the sentence easier to read. The clause ""which is against the law"" is a nonessential clause, meaning it provides additional information that is not necessary to the sentence's main meaning, and it is set off by the comma.
"
0	" The grammar mistake in the sentence is the incorrect use of ""than."" The correct sentence would be: ""Muriel said nothing other than that she had been insulted."" The word ""other"" is used instead of ""than"" to compare two things. In this case, ""nothing other"" is used to indicate that Muriel said something else other than the fact that she had been insulted. Additionally, the word ""than"" is often used to show a comparison between two clauses, but in this case, there is no comparison being made. The corrected sentence would be: ""Muriel said nothing other than that she had been insulted.""
"
0	" The grammar mistake in the sentence is the lack of a comma between ""Himself"" and ""is."" The correct sentence would be: ""Himself is understood by Rutherford."" The use of a comma in this sentence helps to separate the subject ""Himself"" from the verb ""is."" The corrected sentence would be: ""Himself is understood by Rutherford."" The word ""himself"" is a reflexive pronoun that refers back to the subject ""Rutherford."" The sentence means that Rutherford understands himself, which is a grammatically correct sentence.
"
1	" There are no mistakes in the sentence.
"
1	" The grammar mistake in your sentence is that it is missing a verb. The sentence is incomplete and lacks a main verb to convey a complete thought. To make the sentence grammatically correct, you can add a verb such as ""is"" to make it ""The proof that this set is recursive is difficult."" This sentence conveys a complete thought and is grammatically correct.
"
0	" The grammar mistakes in your sentence are: The lack of a verb after ""plays the lute"" and ""sings"" to complete the thoughts. The adjective ""lousy"" is not correctly paired with a noun to modify.
"
0	" The grammar mistake in your sentence is that the subject of the sentence (Suzie) is not agreeing with the verb ""will prepare."" The verb should be in the third person singular form to agree with the subject.
"
0	" The grammar mistakes in your sentence are: The lack of a verb after ""went"" to complete the thought. The use of the pronoun ""who"" instead of ""what"" to refer to the object eaten.
"
0	" The grammar mistakes in your sentence are: The lack of a verb after ""we elect"" to complete the thought. The lack of a clear subject and verb agreement. The use of the possessive pronoun ""boy's"" instead of a plural form of ""boy"" The use of the plural form of ""guardian"" instead of ""guardian's""
"
0	" The grammar mistake in your sentence is that ""sane"" is not an adjective that can be used to describe a person. ""Sane"" is a verb, meaning ""to be in a sound state of mind.""
"
0	" The grammar mistakes in your sentence are: The lack of a verb after ""crosses"" to complete the thought. The use of the same preposition ""crosses"" twice in the same sentence to indicate the same action.
"
0	" The grammar mistakes in your sentence are: The lack of a verb after ""crosses"" to complete the thought. The use of the pronoun ""it"" to refer to the place, but the place was previously described as ""the place where Route 150 crosses the Hudson River,"" so it should be ""the place where Route 150 crosses the Hudson River.""
"
0	" The correct sentence would be: ""Who is she trying to make up to now?"" The mistake is that you wrote ""make up to"" instead of ""make up with."" ""Make up with"" means to reconcile with someone after a disagreement or conflict. ""Make up to"" means to exaggerate or lie about something to make it seem more impressive.
"
1	" ""Wind was gotten of a plot"" - This sentence is incomplete. It should be ""The wind was gotten off the plot"" or ""The wind was blowing off the plot."" ""to negotiate an honorable end to the war in Vietnam"" - This phrase is grammatically correct, but it doesn't make sense in the context of the sentence. It seems like it belongs in a different sentence. ""to negotiate an honorable end"" - This phrase is also grammatically correct, but it doesn't have any context in the sentence. It seems like it belongs in a different sentence. None of the mistakes are serious, but they make the sentence difficult to understand.
"
1	" None
"
1	" None
"
0	" The use of the pronoun ""she"" is incorrect. The sentence doesn't provide any context about the gender of the person that Mike referred to, so ""she"" should be replaced with ""they"" or ""the person"". The verb ""quip"" is not used in the correct way. ""Quip"" means to make a clever or witty remark, but in the sentence, it seems like ""quip"" is being used as a synonym for ""wear"". A better way to phrase the sentence would be ""Which hat did Mike say that the person never wore?"" or ""Which hat did Mike joke that the person never wore?"". Therefore, the corrected sentence would be: ""Which hat did Mike say that the person never wore?"" or ""Which hat did Mike joke that the person never wore?"".
"
0	" The use of the word ""girl"" is incorrect. The sentence doesn't provide any context about the age or gender of the person that Mike referred to, so ""girl"" should be replaced with a more neutral term like ""person"" or ""they"". The verb ""quip"" is not used in the correct way. ""Quip"" means to make a clever or witty remark, but in the sentence, it seems like ""quip"" is being used to indicate that the person never wore the hat. A better way to phrase the sentence would be ""Which person did Mike say never wore this hat?"" or ""Which person did Mike joke never wore this hat?"".
"
0	" The grammar mistake in your sentence is that you have used the word ""convicts"" which refers to people who have been convicted of a crime and are serving a sentence in prison. However, in the context of your sentence, it seems like you are talking about building cages for animals. So, you should use the word ""animal"" or ""wildlife"" instead of ""convicts"".
"
0	" The grammar mistake in your sentence is that it is incomplete. You need to add a verb after ""some money"" to complete the sentence. For example, you can say ""I won't have some money tomorrow"" or ""I won't have some money to spend"".
"
1	" None
"
0	" The grammar mistake in your sentence is that you have used the wrong pronouns. Instead of ""her"", you should use ""me"" as the subject of the sentence is ""I"".
"
0	" The grammar mistake in your sentence is that you have used ""must have pleased"" which implies a probability in the past. However, in the sentence, you are talking about a fact that ""Sam sometimes didn't sleep."" So, you should use ""made"" or ""caused"" instead of ""pleased"".
"
1	" None
"
0	" The grammar mistakes in your sentence are as follows: You have used the wrong pronouns. Instead of ""her"", you should use ""her"" or ""Mary"" as the subject of the second clause is ""Mary"". You have used ""wanted"" twice in the sentence which sounds repetitive. You can use ""made"" instead of ""wanted"" in the second clause to make the sentence more concise.
"
0	" The grammar mistake in your sentence is that you have used the word ""will"" twice which makes the sentence sound repetitive. You can use ""will"" only once after ""work on it"" to make the sentence more concise.
"
1	" None
"
0	" The grammar mistake in your sentence is the use of the phrase ""with which"" at the beginning of the sentence. This phrase is typically used to introduce a prepositional phrase that explains how something is done. In your sentence, ""with which"" is not followed by a prepositional phrase that explains how to cut up the onions. Instead, you can use ""to cut up the onions"" after ""with"" to make the sentence grammatically correct.
"
0	" The grammar mistake in your sentence is the use of the word ""which"" after ""sick."" The word ""which"" is unnecessary and makes the sentence sound awkward. You can simply say ""Fluffy is sick, but not everybody knows.""
"
1	" None
"
0	" The grammar mistakes in your sentence are as follows: You have used the word ""and"" twice in the same clause which is unnecessary. You can remove the first ""and"" to make the sentence more concise. The sentence is a bit unclear as it is not clear whether you are comparing the height and hair color of the two women or not. To make the sentence more clear, you can use ""tall and blonde"" as one adjective phrase after ""been"" and ""was"" after ""older one.""
"
0	" The grammar mistakes in your sentence are as follows: You have used the word ""and"" twice after ""tall"" and ""short"" which is unnecessary. You can remove the second ""and"" to make the sentence more concise. The use of ""may be"" and ""definitely is"" after ""tall"" and ""short"" is not necessary to convey the meaning. You can simply say ""tall and blonde"" and ""short and blonde"" to make the sentence more clear.
"
1	" None
"
0	" The grammar mistakes in your sentence are as follows: You have used the word ""for"" twice in the same sentence which is unnecessary. You can remove the first ""for"" to make the sentence more concise. The sentence is not very clear as it is not clear what you are trying to convey. To make the sentence more clear, you can use ""to be worn"" or ""to be put on"" after ""planned.""
"
1	" None
"
0	" The correct sentence would be: ""This violin is difficult to play sonatas on.""
"
0	" The grammar mistake in your sentence is that it is incomplete. It seems like you have started a new clause without completing the previous one. The correct way to complete the sentence would be: ""My mother is easy to please my father and she always tries to make him happy.""
"
1	" None
"
0	" The grammar mistakes in your sentence are: The use of ""that"" twice in the same sentence without a clear referent for the second ""that"". The lack of a comma between ""yesterday"" and ""is terrible"". The use of ""it"" without a clear referent for what ""it"" is referring to.
"
0	" The grammar mistake in your sentence is that the clause ""and he wears socks"" is not set off by a pair of commas, which is necessary when using a coordinating conjunction like ""and"" to connect two independent clauses.
"
1	" None
"
1	" None
"
1	" The grammar mistakes in your sentence are: The use of ""anything"" twice in the same sentence without a clear referent for the second ""anything"". The use of ""should"" without a clear infinitive verb to convey the meaning of the sentence. A corrected version of your sentence could be: ""Nobody who hates to eat should work in a delicatessen."" 
"
0	" The verb ""talks"" should be in its base form ""talk"" as it is the second verb in the infinitive phrase ""talks in his sleep."" The relative pronoun ""who"" should be in its singular form ""who"" instead of ""that"" to refer to a group of people.
"
0	" The verb ""had"" should be in its base form ""have"" as it is the second verb in the infinitive phrase ""had misgivings."" The relative pronoun ""who"" should be in its singular form ""who"" instead of ""that"" to refer to a person.
"
0	" The subject of the second clause ""no playwright"" should be in its plural form ""no playwrights"" to agree with the plural subject ""writers.""
"
0	" The phrase ""nor any playwright"" should be in its plural form ""nor any playwrights"" to agree with the plural subject ""writers.""
"
1	" The verb ""is"" should be in its third-person singular form ""is not"" to agree with the subject ""you"" in the second clause. Here's the corrected sentence: ""That you will marry any student is not certain."" Note: Depending on the context, the sentence could also be written as ""It is not certain that you will marry any student.""
"
0	" There are two grammar mistakes in your sentence: The preposition ""off"" should be replaced with ""over"" to show the direction of the kick. ""The"" before ""bench"" is unnecessary and can be omitted.
"
1	" None
"
0	" The grammar mistake in your sentence is that the phrase ""out of the basket"" is not grammatically correct. Instead, you can say ""to Sam"" or ""from the basket"" depending on the context of your sentence.
"
0	" The grammar mistake in your sentence is that the phrase ""out of the basket"" is not grammatically correct. Instead, you can say ""to Sam"" or ""from the basket"" depending on the context of your sentence.
"
1	" None
"
1	" None
"
0	" The grammar mistake in your sentence is that the verb ""forgive"" should be in its base form ""forgive"" instead of ""forgives"" as it is the subject ""no one"" that is doing the action of forgiving. Also, the phrase ""to you"" is not necessary and can be omitted.
"
1	" None
"
0	" The grammar mistake in your sentence is that the verb tense is inconsistent. The past tense ""promised"" does not agree with the present tense ""gave.""
"
0	" The grammar mistake in your sentence is that the adverb ""partway"" is not appropriate in this context. Instead, you can use ""halfway"" or ""to the halfway point"" to indicate that you lent the book only partially to Tony.
"
1	" None
"
0	" The grammar mistake in your sentence is the use of the verb ""dumped"" which implies a careless or unceremonious disposal of the apples. The correct verb to use in this sentence would be ""loaded"" as it indicates that the farmer put the apples into the cart with purpose and effort.
"
1	" None
"
1	" None
"
1	" The grammar mistake in your sentence is that the subject ""Janet"" and the object ""Bill on the finger"" do not agree in number. The subject is singular (""Janet""), but the object is plural (""Bill on the finger""). To correct this mistake, you can either make the subject and object agree in number, or you can rephrase the sentence to make it grammatically correct. Here are a few examples: Janet broke Bill's finger on the finger. Janet broke Bill's fingers on the finger. Janet broke Bill's finger, which was on the finger. Note: The sentence ""Janet broke Bill on the finger"" can also be interpreted as meaning that Janet broke a piece of furniture named ""Bill"" that was located on the finger. If this is not what you intended to say, it may be better to rephrase the sentence.
"
1	" None
"
1	" None
"
0	" The grammar mistake in your sentence is that the verb ""pulled"" is not in its correct tense. It should be in the past tense ""pulled"" to match the past participle ""free."" So, the corrected sentence would be ""We pulled free."" Alternatively, you could use the present perfect tense ""have pulled"" to make the sentence grammatically correct, like this: ""We have pulled free.""
"
1	" None
"
0	" The grammar mistake in your sentence is that the verb ""shocks"" is not in its correct tense. It should be in the present tense ""shocks"" to match the subject ""that movie."" So, the corrected sentence would be ""That movie always shocks."" Alternatively, you could use the present participle ""shocking"" to make the sentence grammatically correct, like this: ""That movie always shocks people."" Or, you could use the past tense ""shocked"" to make the sentence grammatically correct, like this: ""That movie always shocks people.""
"
0	" The grammar mistake in your sentence is that it is missing an article before ""room."" It should be ""Sharon came into the room.""
"
1	" None
"
1	" None
"
0	" The grammar mistake in your sentence is that it is missing an article before ""frog."" It should be ""He turned into a frog.""
"
1	" None
"
0	" The grammar mistake in your sentence is that it is not clear what you are trying to say. The phrase ""threw the fence with the stick"" doesn't make sense because a fence is an inanimate object and cannot be thrown. It's unclear what you are trying to convey with this sentence. If you meant to say that Brian threw the stick over the fence, you could say: ""Brian threw the stick over the fence."" If you meant to say that Brian threw the fence (as in the act of throwing a fence, which doesn't make sense either), you could rephrase the sentence to: ""Brian threw the fence.""
"
1	" None
"
1	" None
"
1	" None
"
1	" None
"
1	" None
"
1	" None
"
1	" None
"
0	" The subject of the sentence is missing. In order to make the sentence grammatically correct, you need to add a subject for the verb ""lived."" For example: ""You've really lived it up, haven't you?"" Alternatively, you could rephrase the sentence to something like ""You've enjoyed yourself, haven't you?"" which conveys the same meaning without the need for a subject.
"
0	" The subject of the sentence is missing. In order to make the sentence grammatically correct, you need to add a subject for the verb ""lift."" For example: ""Paperback books lift onto the table easily."" Alternatively, you could rephrase the sentence to something like ""It's easy to lift paperback books onto the table.""
"
1	" None
"
0	" The preposition ""under"" is not necessary in this sentence, and the verb ""loaded"" should agree with the subject ""Jessica."" To fix the sentence, you could say: ""Jessica loaded the boxes into the wagon."" If you wanted to keep the preposition ""under,"" you could say: ""Jessica loaded the boxes under the wagon.""
"
0	" The grammar mistake in the sentence is that it is incomplete. It is missing the verb ""to be"" or another verb that would indicate the state of the boxes. For example: ""Jessica loaded the boxes onto the wagon."" or ""Jessica loaded the boxes were onto the wagon.""
"
0	" The grammar mistake in the sentence is the use of the preposition ""at"" instead of ""in"" or ""on"". The correct sentence would be ""Jessica crammed the boxes into the truck"" or ""Jessica crammed the boxes on the truck.""
"
0	" The grammar mistake in the sentence is the use of the preposition ""at"" instead of ""on"". The correct sentence would be ""Lora buttered the toast.""
"
0	" The grammar mistake in the sentence is the use of the preposition ""the"" before ""walk"". The correct sentence would be ""Carla shoveled the walk."" or ""Carla shoveled the snow on the walk."" It is missing the verb ""to be"" or another verb that would indicate the state of the walk.
"
1	" None
"
1	" None
"
0	" The grammar mistake in the sentence is the use of the verb ""slid"" which is past tense, it should be in past participle form ""slid"" to be used as a gerund which function as a noun in the sentence. The correct sentence would be ""Carla slid the book on the table."" It is also missing the verb ""to be"" or another verb that would indicate the state of the book.
"
0	" The grammar mistake in the sentence is the use of the preposition ""at"" instead of ""on"". The correct sentence would be ""Carla slid the book on the table."" It is also missing the verb ""to be"" or another verb that would indicate the state of the book.
"
1	" None
"
0	" The grammar mistake in the sentence is the use of the verb ""drive"" which is not correct, it should be in singular form ""drives"" as the subject is ""packages"" which is singular. Also, the sentence is missing the preposition ""to"" before ""New York"" which is needed to indicate the destination. The correct sentence would be ""Packages drive easily to New York."" It is also missing the verb ""to be"" or another verb that would indicate the state of the packages.
"
0	" The grammar mistake in the sentence is the use of the past tense form ""pushed"" which is incorrect, it should be in past participle form ""pushed"" to be used as a gerund which function as a noun in the sentence. The correct sentence would be ""The chair pushed."" It is also missing the verb ""to be"" or another verb that would indicate the state of the chair.
"
1	" None
"
0	" The grammar mistake in the sentence is the use of the verb ""offered"" which is not correct, it should be in singular form ""offers"" as the subject is ""a job"" which is singular. The correct sentence would be ""A job is offered."" It is also missing the verb ""to be"" or another verb that would indicate the state of the job. Also, it is not clear who or what is doing the offering, it could be a person or an object.
"
