label	explanation	correction
0	" There are two grammar mistakes in your sentence: The verb ""get"" should be in the third person singular form ""gets"" to match with the subject ""people"". The correct form is ""gets"" instead of ""get"". The sentence is missing an auxiliary verb to form the passive voice correctly. The correct form should be ""The more people you give beer to, the more people get sick"" or ""The more people you give beer to, the more they get sick"". "	" The correct version of the sentence is: ""The more people you give beer to, the more they get sick."" (Note that ""get"" should be in the third person singular form and the sentence should use the passive voice to express the passive meaning.)
"
1	 None. 	" The more Bill smokes, the more Susan hates him.
"
0	" The subject-verb agreement is incorrect. The verb ""becomes"" should be in the singular form ""become"" to agree with the singular subject ""John."" "	" The correct version of the sentence is: The more pictures of him that appear in the news, the more embarrassed John becomes.
"
0	" The pronoun ""he"" is not correctly referring to the subject ""senator."" "	" The correct version of the sentence is: Every senator seems to become more corrupt as they talk to more lobbyists.
"
0	" The word order is incorrect. The phrase ""because he likes"" should be moved to the end of the sentence for proper sentence structure. "	" The correct version of the sentence is: John visits Sally because he likes her.
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
0	" The grammar mistake in the sentence is that the verb tense is inconsistent. The past participle ""been"" suggests a past continuous tense, but the negative ""can not"" suggests a present simple negative tense. "	" The correct version of the sentence would be: ""He cannot have been working"" or ""He can't have been working."" The first sentence uses the contraction ""can't"" and the past participle ""been"" to create a negative past continuous tense, while the second sentence uses the contraction ""can't"" and the past participle ""been"" to create a negative present perfect tense.
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
0	" The grammar mistake in the sentence is that the preposition ""up"" is not followed by a valid object. The sentence is missing an object for the preposition ""up."" "	" The correct version of the sentence would be: ""Mickey looked up at it"" or ""Mickey looked up the information on it."" The first sentence uses the preposition ""at"" to indicate that Mickey looked up towards something, while the second sentence uses the phrase ""the information"" as the object of the preposition ""up.""
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
0	" The grammar mistake in the sentence is that the phrase ""from the tree"" is not placed correctly. The correct prepositional phrase would be ""from the ball."" "	" The correct version of the sentence would be: ""The box contained the ball from the ball"" or ""The box contained the ball that was in the tree."" The first sentence uses the preposition ""from"" to indicate that the ball was contained in the box and that it originated from the ball, while the second sentence uses the phrase ""that was in the tree"" to indicate that the ball was in the tree before it was contained in the box.
"
0	" The grammar mistake in the sentence is that the verb ""escaped"" is in the wrong tense. The correct verb tense should be ""escape"" in the past tense to match the past tense of the adjective ""gas."" "	" The correct version of the sentence would be: ""The tube was escaped by the gas"" or ""The tube escaped by the gas."" The first sentence uses the verb ""escaped"" in the past tense to indicate that the tube was able to escape from the gas, while the second sentence uses the phrasal verb ""escape by"" to indicate that the tube was able to escape from the gas.
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
0	" The grammar mistake in the sentence is that the article ""the"" is not necessary. "	" The correct version of the sentence would be ""The tub leaked water"" or ""A tub leaked water."" The first sentence uses the definite article ""the"" to indicate a specific tub, while the second sentence uses the indefinite article ""a"" to indicate any tub.
"
1	 None. 	" The sentence is already grammatically correct. There are no strict grammar mistakes in the sentence.
"
0	" The grammar mistake is that ""fill it"" is a phrasal verb, and it should be in its base form ""fill"" when used as the object of the verb ""did."" The correct form of the sentence is: ""What the water did to the whole bottle was to fill it."" "	" The correct version of the sentence is: ""What the water did to the whole bottle was to fill it.""
"
0	" The grammar mistake is that ""free"" is an adjective and it should be in its base form ""free"" when used as the object of the verb ""leaked."" The correct form of the sentence is: ""The tank leaked the fluid and it was free."" "	" The correct version of the sentence is: ""The tank leaked the fluid and it was free.""
"
1	" There is a slight redundancy in the sentence as the verb ""lay"" already implies placing something in a location. "	" The correct version of the sentence is: ""John laid the ball in the box.""
"
1	 None. 	" The correct version of the sentence is: ""John owns the book.""
"
0	" The grammar mistake is that you need to use a comma to separate the two clauses in the sentence. The correct form of the sentence is: ""We persuaded Mary to leave, and Sue to stay."" "	" The correct version of the sentence is: ""We persuaded Mary to leave, and Sue to stay.""
"
0	" The grammar mistake is the use of the comma before the word ""even though."" The correct form of the sentence is: ""Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder."" "	" The correct version of the sentence is: ""Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.""
"
1	 None. 	" The correct version of the sentence is: ""Mary beautifully plays the violin.""
"
0	" The grammar mistake is the use of the word ""clearly"" to modify ""John."" The correct form of the sentence is: ""John probably will immediately learn French perfectly, clearly."" "	" The correct version of the sentence is: ""John probably will immediately learn French perfectly, clearly.""
"
0	" The grammar mistake is the use of the preposition ""to"" after ""gave."" "	" The correct form of the sentence is: ""Sue gave Bill a book.""
"
1	 None. 	" The correct version of the sentence is: ""The men will all leave.""
"
1	 None. 	" The correct version of the sentence is: ""John went home.""
"
0	" The grammar mistake is the use of the word ""as"" after ""Mary."" The correct form of the sentence is: ""They represented her seriously to the dean as a genuine linguist."" "	" The correct version of the sentence is: ""They represented her seriously to the dean as a genuine linguist.""
"
0	" The grammar mistake is the use of the word ""Us"" instead of ""We."" "	" The correct form of the sentence is: ""We love they.""
"
1	 None. 	" The correct version of the sentence is: ""It is nice to go abroad.""
"
1	 None. 	" The correct version of the sentence is: ""Mary intended John to go abroad.""
"
1	 None. 	" The correct version of the sentence is: ""I remembered having kissed Mary.""
"
0	" The grammar mistake is the use of the word ""either"" after ""won't."" "	" The correct form of the sentence is: ""I can't believe Fred won't either.""
"
1	 None. 	" The correct version of the sentence is: ""John wants to read Fred's story, and I also want to.""
"
0	" There are two grammar mistakes in your sentence: ""We wanted to invite someone, but we couldn't decide who to."" - The correct preposition to use after ""decide"" is ""on"" or ""upon,"" not ""to."" ""who to"" - The correct way to construct this sentence would be ""who to invite."" The phrase ""to invite"" should be separated by the preposition ""to"" and a comma. "	" The correct version of the sentence would be: ""We wanted to invite someone, but we couldn't decide upon who to invite.""
"
1	 There are no grammar mistakes in the sentence. 	" The sentence is grammatically correct and conveys that Mary will read Fred's story and Joe will read Holly's.
"
0	" There are two grammar mistakes in your sentence: ""that eating cabbage"" - The correct way to construct this sentence would be ""that she should not eat cabbage."" The phrase ""that"" should be followed by the correct subject and verb form, ""she"" and ""should not eat,"" separated by the preposition ""not"" and a comma, and the phrase ""eating cabbage"" should be replaced with ""cabbage"" to make it grammatically correct. ""Holly shouldn't"" - The correct way to construct this sentence would be ""Holly should not"" or ""Holly shouldn't."" The verb ""should"" should be in its correct form and not contracted. "	" The correct version of the sentence would be: ""Mary claimed that she should not eat cabbage, Holly should not.""
"
0	" There are two grammar mistakes in your sentence: ""came to be introduced"" - The correct way to construct this sentence would be ""came to be introduced to"" or ""came to be introduced by."" The preposition ""to"" or ""by"" should be used to indicate the person or thing that Mary was introduced to/by, and the verb ""to be"" should be in its correct form. ""and I also came to be"" - The correct way to construct this sentence would be ""and I also came to be."" The verb ""came"" should be in its correct form and not contracted. "	" The correct version of the sentence would be: ""Mary came to be introduced by the bartender, and I also came to be.""
"
1	 There are no grammar mistakes in the sentence. 	" The sentence is grammatically correct and conveys that if the speaker is able to, they will work on a particular task or project. The sentence is commonly used to indicate that the speaker intends to take action in the future, but their ability to do so depends on certain conditions.
"
0	" There is one grammar mistake in your sentence: ""and Sally does too"" - The correct way to construct this sentence would be ""and Sally does as well."" The phrase ""does too"" is not grammatically correct and should be replaced with ""does as well"" to make it grammatically correct. "	" The correct version of the sentence would be: ""Joe's neuroses bother his patrons, and Sally does as well.""
"
0	" There are two grammar mistakes in your sentence: ""which book José didn't read for class, and which book Lilly did it for him"" - The correct way to construct this sentence would be ""which book José didn't read for class, and which book Lilly read for him."" The verb ""did"" should be in its correct form, ""read,"" and the phrase ""did it for him"" should be replaced with ""read for him"" to make it grammatically correct. ""it"" - The correct way to construct this sentence would be ""which book Lilly read for him."" The pronoun ""it"" is not clear in this context, and the correct subject and verb form should be used instead. "	" The correct version of the sentence would be: ""I know which book José didn't read for class, and which book Lilly read for him.""
"
0	" There are two grammar mistakes in your sentence: ""This is the book which Bob reviewed, and this is the one which Fred won't do it."" - The correct way to construct this sentence would be ""This is the book which Bob reviewed, and this is the one which Fred won't do."" The phrase ""do it"" is not grammatically correct and should be replaced with ""do"" to make it grammatically correct. ""which Fred won't do it"" - The correct way to construct this sentence would be ""which Fred won't do."" The phrase ""it"" is not clear in this context, and the correct subject and verb form should be used instead. "	" The correct version of the sentence would be: ""This is the book which Bob reviewed, and this is the one which Fred won't do.""
"
0	" There are two grammar mistakes in your sentence: ""which book Mag read, and which book Bob said that you hadn't."" - The correct way to construct this sentence would be ""which book Mag read, and which book Bob said you hadn't read."" The verb ""said"" should be in its correct form, ""read,"" and the phrase ""that you hadn't"" should be replaced with ""that you hadn't read"" to make it grammatically correct. ""haven't"" - The correct way to construct this sentence would be ""hadn't."" The contraction ""haven't"" should be replaced with the correct form of the verb ""had"" and ""not"" to make it grammatically correct. "	" The correct version of the sentence would be: ""I know which book Mag read, and which book Bob said you hadn't read.""
"
0	" There are two grammar mistakes in your sentence: ""which book Bob read my report that you hadn't"" - The correct way to construct this sentence would be ""which book Bob read my report and said that you hadn't."" The phrase ""that you hadn't"" should be replaced with ""that you hadn't read"" to make it grammatically correct. ""read my report that you hadn't"" - The correct way to construct this sentence would be ""read my report and said that you hadn't."" The phrase ""that you hadn't"" should be replaced with ""that you hadn't read"" to make it grammatically correct. "	" The correct version of the sentence would be: ""I know which book Mag read, and which book Bob read my report and said that you hadn't.""
"
0	" There are two grammar mistakes in your sentence: ""I'm sure I would like him to eat fruit more than I would cookies."" - The correct way to construct this sentence would be ""I'm sure I would like him to eat more fruit than cookies."" The phrase ""eat fruit more than I would cookies"" should be replaced with ""eat more fruit than cookies"" to make it grammatically correct. ""I would like him to eat fruit more than I would cookies"" - The correct way to construct this sentence would be ""I would like him to eat more fruit than cookies."" The phrase ""I would like him to eat fruit more than I would cookies"" is not grammatically correct and should be simplified to make it grammatically correct. "	" The correct version of the sentence would be: ""I'm sure I would like him to eat more fruit than cookies.""
"
0	" There is one grammar mistake in your sentence: ""only after Mary did talk about him"" - The correct way to construct this sentence would be ""only after Mary had talked about him."" The verb ""did"" should be replaced with ""had"" to make the sentence past perfect, indicating that the action of talking about him happened before the action of Rusty talking about himself. "	" The correct version of the sentence would be: ""Rusty talked about himself only after Mary had talked about him.""
"
0	 The sentence contains a run-on sentence and a tense inconsistency. 	" ""Fred talked about everything before Rusty talked about something.""
"
1	 None. 	" The sentence is already grammatically correct: ""John often meets Mary.""
"
0	" The subject-verb agreement is incorrect. In the original sentence, the verb ""perceives"" should agree with the subject ""problem"" in number. Since ""problem"" is singular, the verb should also be singular. The correct form is ""perceived,"" not ""perceives."" "	" ""The problem is easily perceived.""
"
1	 None. 	" The sentence is grammatically correct: ""A hundred men surrounded the fort.""
"
0	" The pronoun usage is incorrect.In the original sentence, the pronoun ""me"" is incorrect. The correct pronoun to use in this context is ""us."" The correct sentence would be ""We elected her."" or ""We elected him."" However, in the case of a first person plural pronoun, ""We"" would be the correct pronoun to use. "	" So the sentence would be ""We elected us."" ""We elected me"" should be ""We elected me.""
"
0	" The word order and verb tense are incorrect. In the original sentence, the word order is incorrect. The phrase ""that John was incompetent"" should be placed after the object ""he,"" and the verb ""did"" should be changed to ""did he"" to make the sentence grammatically correct. Additionally, the verb tense should be consistent throughout the sentence. "	" The correct sentence would be ""Which report did he submit that John was incompetent?""
"
1	 None. 	" The sentence is grammatically correct: ""Mary has always preferred lemons to limes.""
"
0	" The punctuation and word order are incorrect. In the original sentence, the word order and punctuation are incorrect. The phrase ""which were whining"" should be set apart from the rest of the sentence by a pair of commas, or by using ""which"" before the verb ""out."" "	" ""He let the cats out which were whining."" or ""He let the cats out, which were whining.""
"
1	 None. 	" The sentence is grammatically correct: ""What did Bill buy?""
"
1	 None. 	" The sentence is grammatically correct: ""Mary saw the boy walking toward the railroad station."" It describes Mary observing a boy walking in the direction of a railroad station.
"
1	 The sentence is grammatically correct, but it could be rephrased for clarity and readability. 	" ""A proof that the claim had been made was given that John had lied."" could be rephrased to ""Proof that the claim had been made was given that John had lied.""
"
0	" In the original sentence, the word order is incorrect. The phrase ""which destroyed most of my factory"" should come before the phrase ""to a short circuit caused by an overloaded transducer."" Additionally, the pronoun ""which"" should agree in number with the noun it modifies. ""He attributed the fire to a short circuit caused by an overloaded transducer, which destroyed most of my factory."" "	" ""He attributed the fire, which destroyed most of my factory, to a short circuit caused by an overloaded transducer.""
"
0	" The sentence is grammatically correct, but it could be rephrased for clarity and readability. In the original sentence, the phrase ""as being absurd"" is not necessary and could be removed for clarity. The sentence would still be grammatically correct, but it would be more concise and easier to understand without the extra phrase. Also, you might consider rephrasing the sentence for clarity and readability, such as ""The mayor regarded the proposal to build a sidewalk from Dartmouth to Smith as absurd."" "	" ""The mayor regarded the proposal to build a sidewalk from Dartmouth to Smith as absurd.""
"
0	" In the original sentence, the word order is incorrect. The phrase ""to remain a secret"" should come after the verb ""leave."" Additionally, the verb tense should be consistent throughout the sentence. "	" The correct sentence would be ""I want Bill to leave to remain a secret."" Note that in this context, the word ""remain"" is used in the sense of keeping something hidden or secret, so it would be more appropriate to use the phrase ""leave to remain a secret"" instead of ""leave as a secret"" or ""leave to be a secret"" ""I want Bill to leave to remain a secret.""
"
0	" The grammar mistake is that the phrase ""who Tom drives as drives"" is not grammatically correct. It should be ""who Tom drives, as he drives."" "	" The correct version of the sentence is: ""I know a man who Tom drives, as he drives.""
"
0	" The first grammar mistake is the use of the comma before the conjunction ""which"". In this case, the comma is not necessary and should be removed. The second grammar mistake is the use of the plural form ""cats"" after the singular form ""drowning"". It should be ""drowning cats"" or ""a drowning cat"". "	" The correct version of the sentence could be: ""Drowning cats, which is against the law, are hard to rescue."" or ""Drowning cats are hard to rescue. It is against the law to drown them.""
"
0	" The grammar mistake is that the phrase ""than that she had been insulted"" is not grammatically correct. It should be ""than that she had been insulted."" "	" The correct version of the sentence is: ""Muriel said nothing else than that she had been insulted.""
"
0	" The grammar mistake in your sentence is that it is missing an object for the verb ""understood."" It should be ""Rutherford understands himself."" "	" The correct version of the sentence is: ""Rutherford understands himself.""
"
1	 None. 	" The correct version of the sentence is: ""I feel that Arch will show up.""
"
0	" The grammar mistake in your sentence is that it should be ""This set's proof is recursive"" instead of ""this set is recursive"" because ""proof"" is an uncountable noun that requires a singular verb. Additionally, ""difficult"" should be in the form of an adverb to modify the verb ""is"" instead of the subject ""set."" "	" The correct version of the sentence is: ""The proof of this set is recursive and difficult.""
"
0	" The grammar mistake in your sentence is that the subject of the sentence should be ""Henry"" instead of ""The madrigals which Henry plays."" Additionally, ""plays the lute and sings"" should be in the form of a participle phrase to function as an adjective to describe ""madrigals."" "	" The correct version of the sentence is: ""Henry's madrigals, when he plays the lute and sings, sound lousy.""
"
0	" The grammar mistakes in your sentence are that ""I"" should be replaced with ""he"" or ""she"" to agree with the subject ""Tom,"" and ""prepare"" should be replaced with ""prepare these grapes"" to complete the infinitive phrase. "	" The correct version of the sentence is: ""Tom picked these grapes, and Suzie will prepare them.""
"
0	" The grammar mistake in your sentence is that it should be ""Who ate what?"" instead of ""who ate what?"" because ""who"" is a relative pronoun that requires a singular verb, and ""ate"" is in the past tense. Additionally, ""go"" should be changed to ""did"" to agree with the past tense of ""ate."" "	" The correct version of the sentence is: ""Where did you go, and who ate what?""
"
0	" The grammar mistakes in your sentence are that ""did"" should be replaced with ""has"" to agree with the plural subject ""we,"" and ""guardian's employer president"" should be replaced with ""the guardian's employer president"" to use the correct preposition. Additionally, ""Which boy's"" should be ""Whose boy's"" to use the correct possessive form. "	" The correct version of the sentence is: ""Whose boy's did we elect the guardian's employer president?""
"
1	 None. 	" The correct version of the sentence is: ""How sane is Peter?""
"
0	" The grammar mistake in your sentence is that ""too"" should not be used in this context. ""Too"" is an adverb used to mean ""also"" or ""excessively,"" but in this case, it doesn't make sense. Note that ""the place where Route 150 crosses the River"" is already specific enough to indicate the location, so repeating ""the place"" is redundant. "	" The correct version of the sentence is: ""I live at the place where Route 150 crosses the River, and my dad lives at the place where Route 150 crosses the Hudson River.""
"
0	" The grammar mistake in your sentence is that ""it"" is ambiguous and unclear. ""It"" could refer to the location where Route 150 crosses the Hudson River, but it could also refer to something else. To avoid ambiguity, you should use a clear and specific noun instead of ""it."" By replacing ""it"" with ""there,"" the sentence is clear and unambiguous, and it means that your dad lives in the same place where you live, which is the place where Route 150 crosses the Hudson River. "	" The correct version of the sentence is: ""I live at the place where Route 150 crosses the Hudson River, and my dad lives there too.""
"
0	" The grammar mistake in your sentence is that ""make up to"" is not a grammatically correct phrase. It should be ""make up with"" or ""try to make up with,"" which means to try to reconcile with someone. "	" The correct version of the sentence is: ""Who is she trying to make up with now?"" or ""Who is she trying to reconcile with now?""
"
0	" The grammar mistake in your sentence is that ""gotten"" is not a correct past participle form of the verb ""get."" The correct form is ""got."" Here, ""gotten"" is replaced with ""got,"" which is the correct past participle form of the verb ""get."" Also, ""off"" is used instead of ""of"" to show that the wind was blown off the plot. "	" The correct version of the sentence is: ""Wind was gotten off a plot to negotiate an honorable end to the war in Vietnam.""
"
1	 None. 	" The correct version of the sentence is: ""Mike talked about politics to my friends yesterday.""
"
0	 The grammar mistake in your sentence is that the sentence is in the passive voice. To make the sentence more active and clear, you should use the active voice. 	" The correct version of the sentence is: ""The reporters expected that the principal would fire some teachers.""
"
0	" The grammar mistake is that the pronoun ""she"" does not agree with the antecedent ""Mike"" in gender. The correct pronoun to use would be ""he"" or ""they"" depending on the gender identity of Mike. "	" The correct version of the sentence would be: ""Which hat did Mike quip that he never wore?"" or ""Which hat did Mike quip that they never wore?"" (if Mike's gender identity is non-binary or unknown).
"
0	" The grammar mistake is that the pronoun ""this"" is not necessary and is not grammatically correct in this context. The correct way to phrase the sentence would be to simply use ""never wore"" after ""did Mike quip"" without the word ""this"". "	" The correct version of the sentence would be: ""Which girl did Mike quip never wore this hat?""
"
0	" The grammar mistake is that ""convicts"" is an uncountable noun, so it should not be preceded by the indefinite article ""a"" or ""an"". Additionally, the word ""cages"" should be pluralized to match the plural subject ""convicts"". "	" The correct version of the sentence would be: ""We donated wire for the convicts to build cages with.""
"
0	" The grammar mistake is that the verb ""have"" is in the wrong tense. The correct tense for the verb ""have"" in this sentence would be the present tense, indicating a statement about the present. "	" The correct version of the sentence would be: ""I don't have any money.""
"
1	 None. 	" The correct version of the sentence is: ""Do you believe the claim that somebody was looking for something?""
"
0	" The grammar mistake is that the sentence is too long and complex, which can make it difficult to understand. Additionally, the use of the pronoun ""her"" is ambiguous and could refer to either ""you"" or ""me"", depending on the context. "	" The correct version of the sentence would be: ""I won't ask you to believe that he tried to force me to give her any money."" or ""I won't ask you to believe that he tried to force me to give him any money.""
"
0	" The grammar mistake is that the verb ""please"" is in the wrong tense. The correct tense for the verb ""please"" in this sentence would be the past tense, indicating a past action. "	" The correct version of the sentence would be: ""That Sam sometimes didn't sleep must have pleased someone.""
"
1	 None. 	" The correct version of the sentence is: ""I talked to Winston about himself.""
"
0	" The grammar mistake is that the subject of the second clause (""her"") does not agree with the verb (""didn't worry""). The correct subject of the verb should be ""Jane"", as indicated in the first clause. "	" The correct version of the sentence would be: ""That the fuzz wanted him worried John, but that the fuzz wanted Jane didn't worry Mary.""
"
0	" The grammar mistake is that the verb ""will be working"" is in the wrong tense. The correct tense for the verb ""will"" in this sentence would be the present tense, indicating a future action. "	" The correct version of the sentence would be: ""I'll work on it if Sam will work on it.""
"
1	 None. 	" The correct version of the sentence is: ""I'll work on it if I can.""
"
0	" The grammar mistake is that the preposition ""with"" should be followed by an object, but in this sentence it is followed by the phrase ""which for you to cut up the onions"". The correct object for ""with"" would be ""a knife for you to cut up the onions"". "	" The correct version of the sentence would be: ""Here's a knife for you to cut up the onions.""
"
0	" The grammar mistake is that the verb ""is"" should be in the third person singular form, but the pronoun ""which"" refers to ""not everybody knows"" which is a plural subject. The correct verb form should be ""are"" to agree with the plural subject. "	" The correct version of the sentence would be: ""Fluffy is sick, which not everyone knows.""
"
1	 None. 	" The correct version of the sentence is: ""Maxwell is quite a doctor.""
"
0	 The mistake is that you have used two commas in a row without separating them with a comma. This is called a comma splice, and it is not allowed in formal English writing. 	" The correct version of the sentence would be: ""The younger woman might have been tall and blond, and the older one definitely was.""
"
0	" The first mistake is that you have used a comma after ""tall"" in the first clause, which is not necessary. The second mistake is that you have used a comma after ""definitely is"" in the last clause, which is also not necessary "	" The correct version of the sentence would be: ""Sally is tall and may be blond, and Sheila is short and definitely is blond.""
"
1	 None. 	" The correct version of the sentence is: ""I have to try to finish grading some papers.""
"
0	" The first mistake is that you have used ""for for"" instead of ""for"" after ""ready"". The second mistake is that you have used ""to be planned"" instead of ""to be planned out"" or something similar. "	" The correct version of the sentence would be: ""The socks are ready for you to put on, to be planned out.""
"
1	 None. 	" The correct version of the sentence is: ""It is easy to play sonatas on this violin.""
"
0	" The mistake is that you have used ""difficult to play"" instead of ""difficult in playing"". The correct phrase would be ""difficult to play"" if you are referring to the violin being difficult to play in general, or ""difficult in playing"" if you are referring to a specific difficulty when playing sonatas on this violin. "	" The correct version of the sentence would be: ""This violin is difficult to play sonatas on."" (if you are referring to the violin being difficult to play in general) ""This violin is difficult in playing sonatas on."" (if you are referring to a specific difficulty when playing sonatas on this violin)
"
0	" The mistake is that you have used a comma after ""please"" instead of a semicolon. "	" The correct version of the sentence would be: ""My mother is easy to please my father; she always agrees with his decisions.""
"
0	" The first mistake is that you have used ""it"" instead of ""he"" after ""Poor Bill"". The second mistake is that you have used a comma after ""rain"" instead of a semicolon. "	" The correct version of the sentence would be: ""Poor Bill; it had started to rain, and he had no umbrella.""
"
0	" The first mistake is that you have used ""that"" twice in a row after ""cops"" and ""janitor"". The second mistake is that you have used a comma after ""yesterday"" instead of a semicolon. The third mistake is that you have used a comma after ""robbery"" instead of a period or a semicolon. "	" The correct version of the sentence would be: ""That the cops spoke to the janitor about it yesterday is terrible. The robbery is even worse.""
"
0	 The grammar mistakes in your sentence are: 	" The subject of the sentence is ""Every student"" which is plural. However, the verb ""wears"" should agree with the subject in number. It should be ""wear"" as it is a singular verb. "
1	 None. 	" None
"
1	 There are no grammar mistakes in the sentence. 	" The sentence is grammatically correct.
"
1	 None 	" The correct version of the sentence would be: ""Nobody who hates eating should work in a delicatessen.""
"
0	" The grammar mistakes in your sentence are: ""who ever buys anything on credit"" is incorrect. It should be ""whoever buys anything on credit"" as ""whoever"" is a pronoun and it should agree in number with the verb ""buys"". ""talks in his sleep"" is also incorrect. It should be ""talks in their sleep"" as ""everybody around here"" refers to a group of people which is assumed to be more than one person. "	" The correct version of the sentence would be: ""Everybody around here whoever buys anything on credit talks in their sleep.""
"
0	" The subject of the sentence ""somebody"" is not clear. It is unclear who the person is that you are referring to. You could consider using a more specific pronoun, such as ""he"" or ""she,"" to clarify the subject. "	" The correct version of the sentence could be: ""I can't remember the name of the person who had misgivings.""
"
1	 There are no grammar mistakes in the sentence. 	" The sentence is grammatically correct as it is. It is a well-formed sentence with a clear meaning.
"
1	 There are no grammar mistakes in the sentence. 	" The sentence is grammatically correct as it is. It is a well-formed sentence with a clear meaning.
"
0	" The subject of the sentence ""you"" is ambiguous. It is unclear whether you are referring to a specific person or using the pronoun in a general sense. Additionally, the verb ""marry"" should be in its base form ""marry"" as it is the second verb in the sentence. "	" The correct version of the sentence could be: ""It's not certain that you will marry any student.""
"
0	" The subject of the sentence ""Felicia"" is not clear. It is unclear who the person is that you are referring to. You could consider using a more specific pronoun, such as ""she"" or ""her,"" to clarify the subject. Additionally, the verb ""kicked"" should be in its past participle form ""kicked"" as it is the past participle of the verb ""kick"". "	" The correct version of the sentence could be: ""Felicia kicked the ball off the bench.""
"
0	" The grammar mistake in the sentence is that ""halfway"" is an adverb and it should be placed before the verb ""sent"" to modify it. Additionally, ""around the world"" is a prepositional phrase and it should not be separated from the verb ""sent"" by ""the"". "	" The correct version of the sentence could be: ""I sent the package halfway around the world.""
"
