label	explanation
1	" I found the place where we can relax.
"
0	" Jack is the person with whom Jenny fell in love.
"
1	" There is a bench to sit on.
"
1	" I met the man who grows peaches.
"
1	" Which topic did you choose without getting his approval?
"
0	" Which topic did you get bored with because Mary talked about it?
"
1	" That is the reason why he resigned.
"
1	" It bothers me that John coughs.
"
1	" To please John is easy.
"
1	" Kim is eager to please Tom.
"
1	" That we invaded Iraq really bites.
"
1	" It annoys me that Fido barks.
"
0	" The correct version of the sentence is: ""Angela achieved the best result.""
"
1	" It was the peasant girl who got it.
"
0	" That kind of person is hard to find anyone to look after them.
"
1	" A sick owl doesn't hunt mice.
"
1	" Each candidate who has interest in semantics will be admitted to the department.
"
1	" Each author whose contribution is written in any language other than English will provide a summary in English.
"
1	" I'm sure we even got these tickets!
"
1	" I'm even sure we got these tickets!
"
1	" It's not because I have any sympathy for urban guerillas that I helped him.
"
1	" It isn't because Sue said anything bad about me that I'm angry.
"
0	" John whined that he was hungry.
"
0	" I gave a book to Mary after the party.
"
0	" I really like Mary because she's so pleasant.
"
1	" Though he may hate those that criticize Carter, it doesn't matter.
"
0	" John would not be happy with no job.
"
0	" I have much of the manuscript left to type.
"
1	" He's a more reliable man.
"
0	" I don't want any trouble.
"
1	" They may grow as high as bamboo.
"
0	" Some of them made as many as 20 errors.
"
0	" Sally kissed herself.
"
1	" Drew believes I think Rosie loves magazine ads.
"
1	" Dave, Dan, Erin, Jaime, and Alina left.
"
1	" Hopefully, we'll make it through the winter without snow.
"
0	" Betsy is pretty.
"
1	" Gwen hit the baseball.
"
0	" I knew that you knew the answer.
"
1	" I've lost my wallet or I've lost my mind.
"
1	" It was a brand new car that he bought.
"
1	" He likes cookies and he hates crumb cake.
"
1	" They chased the man with the car.
"
1	" I didn't have a red cent.
"
0	" The book of poems from Blackwell takes a very long time to read.
"
1	" The one with a red cover takes a very long time to read.
"
1	" John has a fear of dogs.
"
0	" The building's roof is leaking.
"
0	" The panther's coat is dark black.
"
1	" Colin asked if they could get a mortgage.
"
1	" The man I saw get into the cab robbed the bank.
"
1	" I know you eat asparagus.
"
1	" John's drum will always bother me.
"
1	" An evil thought struck Dave.
"
1	" In the classroom, John put the book on the table.
"
1	" Phillip gave the medal to the soldier.
"
0	" Heidi thinks that Andy eats salmon flavored candy bars.
"
1	" Heidi thinks that Andy should eat salmon flavored candy bars.
"
1	" He danced.
"
0	" Did Calvin do his homework?
"
1	" Sylvia was slapping Jeff upside the head in martial arts class.
"
1	" If I am a rich man, I'd buy a diamond ring.
"
1	" If he were a rich man, he would buy a diamond ring.
"
1	" John is likely to leave.
"
1	" The manager laughed.
"
0	" The ship was sunk.
"
1	" Who did you think kissed the gorilla?
"
1	" Have you seen my model airplane collection?
"
1	" It seems that Lucy was mugged.
"
1	" I ate a salad that was filled with lima beans.
"
1	" There were four men arriving at the station when I pulled up.
"
1	" Jean is reluctant to dance.
"
1	" I want her to dance.
"
1	" Jean persuaded Robert.
"
1	" Jean wants Bill to do the Macarena.
"
1	" The children admire their mother.
"
1	" Who has Peter talked with?
"
1	" Heidi likes her violin.
"
0	" The correct version of the sentence is: ""John thinks that Mary loves him.""
"
1	" There is no mistake in the sentence.
"
0	" The correct version of the sentence is: ""Any owl hunts for mice.""
"
1	" The correct version of the sentence is: ""No man ate dinner.""
"
1	" There is no mistake in the sentence.
"
1	" There is no mistake in the sentence.
"
1	" There is no mistake in the sentence.
"
0	" The correct version of the sentence is: ""The tiger has orange fur marked with black stripes.""
"
1	" There is no mistake in the sentence.
"
1	" There is no mistake in the sentence.
"
0	" The correct version of the sentence is: ""A pilot on duty today could be flying this plane.""
"
1	" There is no mistake in the sentence.
"
0	" The correct version of the sentence is: ""The Dodgers beat the Red Sox and were defeated by the Giants.""
"
1	" There is no mistake in the sentence.
"
0	" The correct version of the sentence is: ""The man that Mary loves and Sally hates computed my tax.""
"
0	" The correct version of the sentence is: ""The kennel that Mary made and Fido sleeps in has been stolen.""
"
1	" The correct version of the sentence is: ""Tom said he would and Bill actually did eat a raw eggplant.""
"
0	" The correct version of the sentence is: ""The wealthy young man bought that piano for his secret fiancée.""
"
0	" The correct version of the sentence is: ""The dog stole the turkey.""
"
1	" The correct version of the sentence is: ""a tall building.""
"
1	" The correct version of the sentence is: ""This building is tall.""
"
0	" The correct version of the sentence is: ""I like the book that you gave me.""
"
1	" The correct version of the sentence is: ""Captain Wentworth wrote a letter to Anne Elliott.""
"
0	" The correct version of the sentence is: ""She asked if Alison was coming to the party.""
"
0	" The correct version of the sentence is: ""They realized that Sir Thomas had never been so offended.""
"
1	" The correct version of the sentence is: ""Fanny regretted having to talk to Aunt Norris.""
"
1	" The correct version of the sentence is: ""Knowing the country well, he took a short cut.""
"
0	" The correct version of the sentence is: ""He left the train with somebody else's wallet in his pocket.""
"
1	" The correct version of the sentence is: ""Magnus went to Ireland.""
"
0	" The correct version of the sentence is: ""Who did John send the book to?""
"
1	" The correct version of the sentence is: ""The idea dismayed the Prime Minister that the Dome was dull.""
"
0	" The correct version of the sentence is: ""He came right in without so much as a knock.""
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
1	" There is no need to correct the sentence, as it is already grammatically correct.
"
0	" The correct version of the sentence is: ""Kim alienated the cats and beat his dog.""
"
1	" Correct version: ""They knew that pictures of each other would be on sale.""
"
1	" Correct version: ""Which article did Terry file papers without reading?""
"
1	" Correct version: ""I want to try and buy some whiskey.""
"
0	" Correct version: ""She goes and buys some whiskey.""
"
0	" Correct version: ""Kim and Terry are happy.""
"
1	" Correct version: ""Kim gave a dollar to Bobbie and a dime to Jean.""
"
0	" Correct version: ""This girl in the red coat will put a picture of Bill in the mailbox and on your desk before tomorrow.""
"
0	" Correct version: ""This girl in the red coat will put a picture of Bill on your desk before tomorrow.""
"
0	" Correct version: ""This girl in the red coat will put a picture of Bill on your desk before tomorrow.""
"
1	" Correct version: ""Ann bought a first edition of Richard III for $1000.""
"
0	" Correct version: ""John became deadly afraid of flying.""
"
1	" Correct version: ""What John promised is to be gentle.""
"
0	" Correct version: ""Henri wants to buy which books about cooking?""
"
1	" Correct version: ""I will fix the computer for Carol.""
"
1	" No
"
0	" The correct version of the sentence should be: ""Mary cut the paper.""
"
1	" The sentence is grammatically correct as it is.
"
0	" The correct version of the sentence should be: ""Two inspectors from the INS arrived suddenly.""
"
0	" The correct version of the sentence should be: ""The soup cooks and thickens."" or ""The soup cooks, and it thickens.""
"
1	" The sentence is grammatically correct as it is.
"
1	" The sentence is grammatically correct as it is.
"
0	" The correct version of the sentence should be: ""I saw even the student."" or ""I saw the student, even.""
"
0	" The correct version of the sentence should be: ""Mary left, and John whispered."" or ""John whispered that Mary had left.""
"
0	" The correct version of the sentence should be: ""Mary wonders if Bill will come.""
"
0	" The correct version of the sentence should be: ""Sophie will go to the theater."" or ""Sophie will attend the theater.""
"
1	" The sentence is grammatically correct as it is.
"
0	" The correct version of the sentence should be: ""Mary's mother likes herself.""
"
0	" The correct version of the sentence should be: ""Each of the boys fought with some of the other boys.""
"
0	" The correct version of the sentence should be: ""John's mother likes him.""
"
0	" The correct version of the sentence should be: ""Mary revealed herself to John.""
"
0	" The correct version of the sentence should be: ""Mary believes that Bill saw himself.""
"
1	" The sentence is grammatically correct.
"
1	" The sentence is grammatically correct.
"
0	" The correct version of the sentence should be: ""Henry found that Bill is sad."" or ""Henry found that Bill is feeling sad.""
"
0	" The correct version of the sentence should be: ""John considers himself proud of Mary."" or ""John considers himself proud because of Mary.""
"
0	" The correct version of the sentence should be: ""You should sit down before you leave."" or ""You should sit down before going.""
"
1	" The sentence is grammatically correct.
"
0	" The correct version of the sentence should be: ""Everyone hopes that everyone will sleep."" or ""Everyone hopes for everyone to sleep.""
"
1	" The sentence is grammatically correct.
"
0	" The correct version of the sentence should be: ""Only Churchill remembered Churchill giving the Blood, Sweat and Tears speech."" or ""Churchill was the only one who remembered Churchill giving the Blood, Sweat and Tears speech.""
"
0	" The correct version of the sentence should be: ""John promised Mary that he would shave himself."" or ""John promised Mary that he would shave.""
"
1	" The sentence is grammatically correct.
"
0	" The correct version of the sentence should be: ""I saw Bill while you were doing so Mary."" or ""I saw Bill while you were doing something Mary.""
"
0	" The correct version of the sentence should be: ""What Bill did was give Mary a book."" or ""Bill gave Mary a book, and that's what he did.""
"
1	" The sentence is grammatically correct.
"
0	" The correct version of the sentence should be: ""Stealing talismans from witches is dangerous."" or ""It is dangerous to steal talismans from witches.""
"
1	" The sentence is grammatically correct.
"
1	" The sentence is grammatically correct.
"
0	" The correct version of the sentence would be: ""The book that I said I'd never read.""
"
0	" The correct version of the sentence would be: ""Anson demonized the Khyber Pass.""
"
0	" The correct version of the sentence would be: ""It is not true that I am going to the party.""
"
0	" The correct version of the sentence should be: ""Kick you!"" (with an exclamation mark at the end of the sentence).
"
1	" The sentence is grammatically correct.
"
0	" The correct version of the sentence would be: ""Whom did you get an accurate description of?""
"
0	" The correct version of the sentence would be: ""The Peter we all like is at the party.""
"
1	" The sentence is grammatically correct.
"
1	" The sentence is grammatically correct.
"
0	" The correct version of the sentence would be: ""You wanted to meet the man I saw.""
"
0	" The correct version of the sentence would be: ""Anson demonized David every day.""
"
0	" The correct version of the sentence would be: ""Is there a program about Euripides on Radio 4 tonight?""
"
1	" The sentence is grammatically correct.
"
1	" The sentence is grammatically correct.
"
0	" The correct version of the sentence would be: ""Anson danced frantically at Trade.""
"
0	" The correct version of the sentence would be: ""What did you ask Medea who gave?""
"
1	" The sentence is grammatically correct.
"
0	" The correct version of the sentence would be: ""Medea tried to poison her children, but the nurse stopped her.""
"
0	" The correct version of the sentence is: ""I felt that I know you."" should be ""I felt that I know you.""
"
0	" The correct version of the sentence is: ""Will he can do it?"" should be ""Will he be able to do it?""
"
0	" The correct version of the sentence is: ""I ate that she was happy"" should be ""I ate that she was happy.""
"
1	" The correct version of the sentence is: ""Anson believed himself to be handsome.""
"
1	" The correct version of the sentence is: ""We arrived about six o'clock.""
"
0	" Corrected sentence: Gilgamesh has fought the dragon.
"
0	" Corrected sentence: Anson thought that he was happy.
"
1	" No correction needed.
"
0	" Corrected sentence: I might not be going to the party, but I am washing my hair.
"
0	" Corrected sentence: I thought he liked me.
"
1	" No correction needed.
"
0	" Corrected sentence: Jason appears to be sick.
"
0	" Corrected sentence: ""What did you ask the person who saw it?""
"
1	" No correction needed.
"
0	" Corrected sentence: ""He can will go."" should be changed to ""He can go or he will go.""
"
0	" Corrected sentence: ""How fierce is the battle?""
"
0	" Corrected sentence: ""Which king did you ask which city was invaded?""
"
0	" Corrected sentence: ""It is some disgruntled old pigs in those ditches that humans love to eat.""
"
0	" That monkey is eating the banana.
"
1	" Them burn! (Note: This is a common way of phrasing a command in Jamaican Patois, but it is not typically used in standard English.)
"
1	" There is no mistake in the sentence.
"
1	" There is no mistake in the sentence.
"
1	" There is no mistake in the sentence.
"
1	" There is no mistake in the sentence.
"
0	" I asked when we could leave.
"
1	" They kicked it. (Note: The sentence is incomplete and needs more context to be grammatically correct.)
"
0	" The monkey ate the banana.
"
0	" I would like to be able to swim.
"
1	" There is no mistake in the sentence.
"
0	" There is a mistake in the sentence. The correct version of the sentence should be ""The bookcase ran.""
"
1	" There is no mistake in the sentence.
"
0	 Anson became muscle-bound.
