label	category	correction
1	syntax, morphology	" The correct version of the sentence should be ""I know which book Mag read, and I also know which book Bob said that you hadn't."" or ""Mag read this book, but Bob told me that you haven't read it yet.""
"
1	syntax, morphology	" The correct version of the sentence should be ""I know which book Mag read, and I also know which book Bob read my report that you hadn't."" or ""Bob read this book after he read my report about it.""
"
1	syntax, morphology	" The correct version of the sentence should be ""I'm sure I would like him to eat more fruit than cookies."" or ""I prefer that he eats more fruit than cookies, because it is healthier.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Mary talked about him first, then Rusty talked about himself."" or ""Rusty only spoke about himself after Mary had finished talking about him.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Fred talked about everything before Rusty talked about something."" or ""Rusty spoke about a specific topic after Fred had covered many different subjects.""
"
1	none	" None
"
0	syntax	" The problem is easily perceived.
"
1	none	" None
"
0	syntax	" We elected him.
"
0	syntax	" Which report did he submit that John was incompetent?
"
1	none	" The sentence is already grammatically correct and does not require any correction.
"
0	syntax, morphology	" The correct version of the sentence should be ""He let the cats out which were whining."" or ""He let the cats out, and they were whining.""
"
1	none	" The sentence is already grammatically correct and does not require any correction.
"
1	none	" The sentence is already grammatically correct and does not require any correction.
"
0	syntax, morphology	" The correct version of the sentence should be ""Proof that the claim had been made was given that John had lied."" or ""Evidence that the claim had been made was provided that John had lied.""
"
0	syntax, morphology	" The correct version of the sentence should be ""He attributed the fire which destroyed most of my factory to a short circuit caused by an overloaded transducer."" or ""He blamed the fire which destroyed most of my factory on a short circuit caused by an overloaded transducer.""
"
0	syntax, morphology	" The correct version of the sentence should be ""The mayor regarded as absurd the proposal to build a sidewalk from Dartmouth to Smith."" or ""The mayor considered as ridiculous the idea of constructing a sidewalk from Dartmouth to Smith.""
"
0	syntax, morphology	" The correct version of the sentence should be ""I want Bill to leave it as a secret."" or ""I wish for Bill to keep it a secret.""
"
0	syntax, morphology	" The correct version of the sentence should be ""I know a man whom Tom drives as does."" or ""I am acquainted with a person for whom Tom serves as a driver, just like myself.""
"
0	syntax, morphology	" The correct version of the sentence should be ""Drowning cats, which is against the law, are difficult to rescue."" or ""Cats that are drowning, as it is illegal, pose a challenge to save.""
"
0	syntax, morphology	" The correct version of the sentence should be ""Muriel said nothing other than that she had been insulted."" or ""Muriel stated nothing more than the fact that she had been insulted.""
"
0	syntax, morphology	" The correct version of the sentence should be ""Rutherford understands himself."" or ""Rutherford comprehends his own self.""
"
0	syntax, morphology	" The correct version of the sentence should be ""I feel that Arch will show up."" or ""I have a feeling that Arch will arrive.""
"
0	syntax, morphology	" The correct version of the sentence should be ""The proof that this set is recursive is difficult."" or ""Demonstrating that this set follows a recursive definition poses a challenge.""
"
0	syntax, semantics	" Here's a corrected version of your sentence: ""The madrigals that Henry plays on the lute and sings sound terrible.""
"
0	syntax, semantics	" Here's a corrected version of your sentence: ""Tom picked these grapes, I washed some turnips, and Suzie will prepare them.""
"
0	syntax, semantics	" Here's a corrected version of your sentence: ""Where did you go, and who ate what?""
"
0	syntax, semantics	" Here's a corrected version of your sentence: ""Whose boy did we elect as guardian's employer president?""
"
0	syntax, semantics	" Here's a corrected version of your sentence: ""How sane is Peter?""
"
0	syntax, semantics	" Here's a corrected version of your sentence: ""I live at the place where Route 150 crosses the River, and my dad lives at the place where Route 150 crosses the Hudson River too.""
"
0	syntax, semantics	" Here's a corrected version of your sentence: ""I live at the place where Route 150 crosses the Hudson River, and my dad lives there too.""
"
0	syntax, semantics	" Here's a corrected version of your sentence: ""Who is she trying to make up to now?""
"
0	syntax	" The correct version of the sentence would be ""Wind was blowing on a plot to negotiate an honorable end to the war in Vietnam.""
"
1	none	" None
"
0	syntax	" The correct version of the sentence would be ""It was expected by the reporters that the principal would fire some teachers.""
"
0	syntax	" The correct version of the sentence would be ""Which hat did Mike say that she never wore?""
"
0	syntax	" Here's the corrected version of your sentence: ""Which girl did Mike say never wore this hat?""
"
0	syntax, morphology	" Here's the corrected version of your sentence: ""We donated wire for the convicts to build cages.""
"
0	syntax, semantics	" Here's the corrected version of your sentence: ""I won't have any money.""
"
0	syntax, semantics	" Here's the corrected version of your sentence: ""Do you believe the claim that someone was looking for something?""
"
0	syntax, semantics	" Here's the corrected version of your sentence: ""I won't ask you to believe that he tried to force me to give her any money.""
"
0	syntax, semantics	" Here's the corrected version of your sentence: ""That Sam sometimes didn't sleep must have pleased someone.""
"
0	syntax, semantics	" Here's the corrected version of your sentence: ""I talked to Winston about himself.""
"
0	syntax, semantics	" Here's the corrected version of your sentence: ""That the fuzz wanted him worried John, but that the fuzz didn't want her worry Mary.""
"
0	syntax	" The correct version of the sentence would be ""I will work on it if Sam is working on it.""
"
1	none	" None
"
0	syntax	" The correct version of the sentence would be ""Here's a knife for you to cut up the onions with.""
"
0	syntax	" The correct version of the sentence would be ""Fluffy is sick, which not everyone knows.""
"
1	none	" The correct version of the sentence is ""Maxwell is quite a doctor.""
"
1	syntax, morphology	" The correct version of the sentence should be ""The younger woman might have been tall and blonde, and the older one definitely was.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Sally is tall and may be blonde, while Sheila is short and definitely is blonde.""
"
1	none	" The correct version of the sentence is ""I have to try finishing grading some papers.""
"
1	syntax, morphology	" The correct version of the sentence should be ""The socks are ready for you to put on, and they have been planned.""
"
1	none	" The correct version of the sentence is ""It is easy to play sonatas on this violin.""
"
1	syntax, morphology	" The correct version of the sentence should be ""This violin is difficult to play sonatas on.""
"
1	syntax, morphology	" The correct version of the sentence should be ""My mother is easy to please my father.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Poor Bill! It had started to rain, and he had no umbrella.""
"
1	syntax, morphology	" The correct version of the sentence should be ""That the cops spoke to the janitor about it yesterday is terrible, that robbery.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Every student is a swinger, and he wears socks.""
"
1	syntax, morphology	" The correct version of the sentence should be ""He gave my binoculars to that girl.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Bill didn't accuse that Roger had eaten anything.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Nobody who hates to eat anything should work at a delicatessen.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Everybody around here who ever buys anything on credit talks in his sleep.""
"
1	syntax, morphology	" The correct version of the sentence should be ""I can't remember the name of someone who had misgivings.""
"
1	syntax, morphology	" The correct version of the sentence should be ""No writer or playwright meets in Vienna.""
"
1	syntax, morphology	" The correct version of the sentence should be ""No writer nor any playwright meets in Vienna.""
"
0	syntax	" It is not certain that you will marry any student.
"
0	syntax	" Felicia kicked the ball from the bench.
"
0	syntax	" I sent the package to a place halfway around the world.
"
0	syntax	" Sam took the ball out of the basket.
"
1	none	" The correct version of the sentence is ""Sam offered the ball out of the basket.""
"
1	none	" The correct version of the sentence is ""Park Square has a festive air.""
"
1	none	" The correct version of the sentence is ""The worker will have a job.""
"
1	syntax	" The correct version of the sentence should be ""Nobody can forgive that comment to you"" or ""No one can forgive that comment about you.""
"
1	none	" The correct version of the sentence is ""We launched the rocket to the moon, but it blew up before it got there.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Sarah promised her old car to Catherine, but then gave it to her son instead."" or ""Sarah promised Catherine her old car, but then gave it to her son instead."" (depending on whether you want to use a comma before 'but' or not).
"
1	syntax, morphology	" The correct version of the sentence should be ""I lent the book to Tony partway"" or ""I lent partway the book to Tony."" (depending on whether you want to use 'partway' as an adverb modifying 'lent', or as a noun complementing 'to').
"
1	none	" The correct version of the sentence is ""The farmer loaded the cart with apples.""
"
1	syntax, morphology	" The correct version of the sentence should be ""The farmer dumped the cart with apples"" or ""The farmer loaded the cart with apples, but then dumped them."" (depending on whether you want to use 'dumped' in a negative sense or not).
"
1	syntax, morphology	" The correct version of the sentence should be ""Martha carved a toy for the baby out of wood"" or ""Martha carved a toy out of wood for the baby."" (depending on whether you want to use 'for' to indicate the intended recipient, or not).
"
1	none	" None
"
0	syntax	" The correct version of the sentence would be ""Janet broke her finger on Bill.""
"
1	none	" None
"
1	none	" None
"
0	syntax	" The correct version of the sentence would be ""We managed to free ourselves."" or ""We pulled ourselves free.""
"
1	none	" None
"
0	syntax	" The correct version of the sentence would be ""That movie always shocks people."" or ""That movie has a tendency to shock viewers.""
"
0	syntax	" The correct version of the sentence would be ""Sharon came into the room."" or ""Sharon entered the room.""
"
1	none	" None
"
1	none	" None
"
0	syntax	" The correct version of the sentence would be ""He turned into a frog."" or ""He transformed into a frog.""
"
1	none	" None
"
0	syntax	" The correct version of the sentence would be ""Brian threw the stick over the fence."" or ""Brian tossed the stick over the fence.""
"
0	syntax	" The correct version of the sentence would be ""Mira condemned Terry for causing the accident."" or ""Mira blamed Terry for the accident.""
"
1	none	" None
"
1	none	" None
"
0	syntax	" The correct version of the sentence would be ""They praised the dedication of the volunteers."" or ""They commended the dedication shown by the volunteers.""
"
1	none	" None
"
1	none	" The correct version of the sentence is ""Sarah smiled a charming smile.""
"
1	none	" The correct version of the sentence is ""Sandra beamed a cheerful welcome.""
"
1	none	" The correct version of the sentence is ""You've really lived it up.""
"
1	none	" The correct version of the sentence is ""Paperback books lift onto the table easily.""
"
1	none	" The correct version of the sentence is ""The books lifted onto the table.""
"
1	none	" The correct version of the sentence is ""Jessica loaded boxes under the wagon.""
"
1	none	" The correct version of the sentence is ""Jessica loaded boxes on the wagon.""
"
1	syntax	" The correct version of the sentence should be ""Jessica crammed boxes into the truck.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Lora buttered the toast."" or ""Lora buttered the bread.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Carla shoveled the walk"" or ""Carla shoveled the path.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Nora sent the book"" or ""Nora sent a book.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Nora sent Peter a book."" or ""Nora sent the book to Peter.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Carla slid a book"" or ""Carla slid the book onto the table.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Carla slid at the book"" or ""Carla slid onto the book.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Amanda carried a package to Pamela"" or ""Amanda delivered a package to Pamela.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Packages drive easily to New York"" or ""It's easy for packages to drive to New York.""
"
1	syntax, morphology	" The correct version of the sentence should be ""The chair pushed"" or ""Someone pushed the chair.""
"
1	syntax, morphology	" The correct version of the sentence should be ""We offered her a job"" or ""We offered her the job.""
"
1	syntax, morphology	" The correct version of the sentence should be ""A job offered"" or ""We offered a job.""
"
1	none	" The correct version of the sentence is ""Brown presented a plaque to Jones.""
"
1	none	" The correct version of the sentence is ""Carmen bought Mary a dress.""
"
1	none	" The correct version of the sentence is ""Carmen obtained a spare part at the hardware store.""
"
1	none	" The correct version of the sentence is ""Michelle kept the desk with papers.""
"
1	none	" The correct version of the sentence is ""Frances hid presents in a drawer.""
"
1	none	" The correct version of the sentence is ""The needle poked the cloth.""
"
1	none	" The correct version of the sentence is ""Carrie touched that cat.""
"
1	syntax	" The correct version of the sentence should be ""Herman whipped cream and sugar.""
"
1	none	" The correct version of the sentence is ""Linda taped a picture to the wall.""
"
1	syntax	" The correct version of the sentence should be ""Linda taped the picture onto the wall.""
"
1	syntax	" The correct version of the sentence should be ""The child and her mother clung to each other.""
"
1	syntax	" The correct version of the sentence should be ""This flyer differs from that flyer.""
"
1	syntax, morphology	" The correct version of the sentence should be ""This flyer differs from that one."" or ""This flyer differs from that other flyer.""
"
1	syntax, morphology	" The correct version of the sentence should be ""The jeweler scribbled his name on the contract.""
"
1	syntax, morphology	" The correct version of the sentence should be ""The gardener grew that acorn into an oak tree."" or ""The gardener grew the acorn into an oak tree.""
"
1	syntax, morphology	" The correct version of the sentence should be ""I shaped a loaf of bread."" or ""I shaped bread into a loaf.""
"
1	syntax, morphology	" The correct version of the sentence should be ""The children amused themselves."" or ""The children entertained themselves.""
"
1	syntax, morphology	" The correct version of the sentence should be ""Susan whispered the news to someone."" or ""Susan told the news quietly.""
"
1	none	" The correct version of the sentence is ""Susan whispered to Rachel.""
"
1	none	" The correct version of the sentence is ""Ellen said that melons were selling well.""
"
1	none	" The correct version of the sentence is ""Ellen said about the present conditions.""
"
1	none	" The correct version of the sentence is ""Ellen warned Helen against skating on thin ice.""
"
1	none	" The correct version of the sentence is ""Cynthia nibbled on the carrot.""
"
1	none	" The correct version of the sentence is ""Cynthia chewed.""
"
1	none	" The correct version of the sentence is ""Paul laughed at Mary.""
"
1	syntax	" The correct version of the sentence should be ""Linda winked her eye.""
"
1	none	" The sentence is grammatically correct as it is.
"
1	none	" The sentence is grammatically correct as it is.
"
1	none	" The sentence ""The witch poisoned the children"" is grammatically correct.
"
1	none	" The sentence ""A grandfather clock ticked in the hallway"" is grammatically correct.
"
0	semantics	" The correct version of the sentence would be: ""I squeaked the door open.""
"
1	none	" The sentence ""Over the fire there bubbled a fragrant stew"" is grammatically correct.
"
1	none	" The sentence ""Soaring temperatures are predicted for this weekend"" is grammatically correct.
"
1	none	" The sentence ""The fort fluttered with many flags"" is grammatically correct.
"
1	none	" The sentence is already grammatically correct and does not need any correction.
"
1	none	" The sentence is already grammatically correct and does not need any correction.
"
0	syntax	" The correct version of the sentence should be: ""Yesterday presented itself as a wonderful opportunity.""
"
1	none	" The sentence is already grammatically correct and does not need any correction.
"
0	syntax	" The correct version of the sentence should be: ""Out of the box, a little white rabbit jumped.""
"
1	none	" The sentence is already grammatically correct and does not need any correction.
"
1	none	" The sentence is already grammatically correct and does not need any correction.
"
0	syntax	" The correct version of the sentence should be: ""Many informations were provided."" (Note: It is generally more appropriate to use the plural form ""informations"" when referring to multiple pieces of information.)
"
0	syntax	" The correct version of the sentence should be: ""John offers much advice."" (Note: ""much"" is the correct word to use when referring to a quantity that cannot be counted, whereas ""many"" is used when referring to a quantity that can be counted.)
"
1	none	" The sentence is already grammatically correct and does not need any correction.
"
0	syntax	" The correct version of the sentence should be: ""We recommend that you eat less cake and pastry.""
"
0	syntax	" The correct version of the sentence should be: ""I saw that a gas can could explode."" (Note: ""a"" or ""an"" should be used before ""gas can"" to refer to a specific gas can, and ""could"" is the correct verb form to use when referring to a hypothetical situation or possibility.)
"
0	syntax	" The correct version of the sentence should be: ""He washed her hair."" or ""He washed her clothes.""
"
0	syntax	" The correct version of the sentence should be: ""Wash yourself!"" (Note: ""Yourself"" is the correct pronoun to use when referring to oneself in a command or instruction.)
"
0	syntax	" The correct version of the sentence should be: ""They have no in-.""
"
0	syntax, morphology	" The correct version of the sentence should be: ""Some of my jobs are in jeopardy.""
"
0	syntax	" The correct version of the sentence should be: ""It was the policeman who met several young students in the park last night.""
"
0	syntax	" The correct version of the sentence should be: ""Did the policeman meet several young students in the park?""
"
1	none	" The correct version of the sentence is already grammatically correct: ""John put old books in the box.""
"
0	syntax	" The correct version of the sentence should be: ""The monkeys are proud of their leader.""
"
0	syntax	" The correct version of the sentence should be: ""John sounded very happy."" or ""John was very happy."" depending on the intended meaning.
"
1	none	" The correct version of the sentence is already grammatically correct: ""I don't know if I should agree.""
"
0	syntax	" The correct version of the sentence should be: ""John bought a book and left it on the table."" or ""John bought a book from the table."" depending on the intended meaning.
"
1	none	" The correct version of the sentence is already grammatically correct: ""John called the president a fool.""
"
1	none	" The correct version of the sentence is already grammatically correct: ""I forgot how good beer tastes.""
"
1	none	" The correct version of the sentence is already grammatically correct: ""This teacher is a genius.""
"
0	syntax	" The correct version of the sentence should be: ""A good friend has remained with me, thanks to him.""
"
1	none	" The correct version of the sentence is already grammatically correct: ""John ate his noodles quietly.""
"
1	none	" The correct version of the sentence is already grammatically correct: ""The smith hammered the metal.""
"
1	none	" The correct version of the sentence is already grammatically correct: ""Sandy removed her ballet shoes.""
"
1	none	" The correct version of the sentence is already grammatically correct: ""This week will be a difficult one for us.""
"
1	none	" The correct version of the sentence is already grammatically correct: ""Benny worked in a shoe factory while he was a student.""
"
1	none	" The correct version of the sentence is already grammatically correct: ""Everyone hoped that she would sing.""
"
1	none	" The correct version of the sentence is already grammatically correct: ""This proved to be a decisive factor.""
"
1	none	" The correct version of the sentence is already grammatically correct: ""The crocodile devoured the doughnut.""
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence should be: ""John put the bathtub under.""
"
0	syntax	" The correct version of the sentence should be: ""John placed Kim in front of the garage.""
"
0	syntax	" The correct version of the sentence should be: ""Sandy depends on Kim.""
"
1	none	" The sentence is grammatically correct.
"
1	none	" The sentence is grammatically correct.
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence should be: ""Kim put the object in the box."" (The object can be any noun, depending on the context of the sentence.)
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence should be: ""The rules require that executives be polite."" (The word ""that"" should be moved to the front of the sentence to make the meaning clearer.)
"
0	syntax	" The correct version of the sentence should be: ""Fred was nominated by Bill, and he was unpopular."" (The sentence is a bit unclear, so I added some additional information to make the meaning more clear.)
"
0	syntax	" The correct version of the sentence should be: ""They were taking a hard look at the possible FTA.""
"
0	syntax	" The correct version of the sentence should be: ""John paid me for the book."" (The word ""for"" should be used instead of ""against"" to indicate the purpose of the payment.)
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence should be: ""We made them be rude."" (The verb ""be"" should be in its base form since it is the past participle of the main verb ""make."")
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence should be: ""Students studying English at university read Conrad's Heart of Darkness."" (The phrase ""while at university"" is not necessary and can be omitted.)
"
1	none	" The sentence is grammatically correct.
"
0	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence should be: ""None of the students failed."" 
"
1	syntax	" Correct version: I drank some water.
"
0	syntax	" Correct version: It is a golden hair.
"
1	none	" The correct version of the sentence is: The boy in the doorway waved to his father.
"
0	syntax	" Correct version: That dog is so ferocious that it even tried to bite itself.
"
0	syntax	" Correct version: He washed himself.
"
0	syntax	" Correct version: John is easy to please Kim.
"
0	syntax	" Correct version: There seemed to be intelligence.
"
1	none	" The correct version of the sentence is: John tried to please Stephen.
"
0	syntax	" Correct version: We believed John to be a fountain in the park.
"
1	none	" The correct version of the sentence is: It tries to leave the country.
"
1	none	" The correct version of the sentence is: John tries to leave the country.
"
0	syntax	" Correct version: Under the bed seems like a fun place to hide.
"
0	syntax	" Correct version: It is believed that there are sheep in the park.
"
0	syntax	" Correct version: I hope to study in France.
"
1	none	" The correct version of the sentence is: John can kick the ball.
"
0	syntax	" Correct version: John will rain tomorrow.
"
0	syntax	" The correct version of the sentence is: ""We expect it to rain.""
"
0	syntax	" The correct version of the sentence should be: ""John was found in the office."" (without the question mark at the end)
"
0	syntax	" The correct version of the sentence is: ""Was the child in the school?""
"
1	none	" The correct version of the sentence is: ""It did not rain.""
"
0	syntax	" The correct version of the sentence is: ""John wants not to leave the town."" should be ""John doesn't want to leave the town.""
"
0	syntax	" The correct version of the sentence is: ""Mary likes to tour art galleries, but Bill hates to."" should be ""Mary likes to tour art galleries, but Bill hates to tour art galleries.""
"
1	none	" The correct version of the sentence is: ""They needn't take this exam.""
"
1	none	" The correct version of the sentence is: ""Ann may spend her vacation in Italy.""
"
0	syntax	" The correct version of the sentence is: ""They love to play golf, but I don't.""
"
1	none	" The sentence is grammatically correct
"
0	syntax	" The correct version of the sentence would be: ""As a statesman, he could hardly do anything worth mentioning.""
"
1	none	" The sentence is grammatically correct
"
1	none	" Your sentence is already grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""It is apparent that somebody struck the unidentified victim during the early morning hours.""
"
0	syntax	" The correct version of the sentence would be: ""The car was driven by someone.""
"
1	none	" Your sentence is already grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""The bed had been slept in."" or ""The bed was slept in by someone.""
"
0	syntax	" The correct version of the sentence would be: ""The book weighed a pound.""
"
1	none	" Your sentence is already grammatically correct.
"
1	none	" Your sentence is already grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""Fed knows which politician to vote for.""
"
1	none	" Your sentence is already grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""The committee knows whose efforts should be honored for achieving peace.""
"
1	none	" Your sentence is already grammatically correct.
"
1	none	" Your sentence is already grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""I found a place where we can relax.""
"
0	syntax	" The correct version of the sentence would be: ""Jack is the person with whom Jenny fell in love.""
"
1	none	" Your sentence is already grammatically correct.
"
1	none	" Your sentence is already grammatically correct.
"
0	syntax, semantics	" The correct version of the sentence would be: ""Which topic did you choose without getting his approval?""
"
0	syntax	" The correct version of the sentence would be: ""Which topic did you get bored of because Mary talked about it?""
"
1	none	" The sentence is grammatically correct.
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""Pleasing John is easy."" or ""Please John is easy.""
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""That we invaded Iraq really bites."" or ""The fact that we invaded Iraq really bites.""
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""Angela achieved the best result."" or ""The person who achieved the best result was Angela.""
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""That kind of person is hard to find someone to look after."" or ""It's hard to find someone to look after that kind of person.""
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""Each candidate who has an interest in semantics will be admitted to the department.""
"
0	syntax	" The correct version of the sentence would be: ""Each author whose contribution is written in a language other than English will provide a summary in English.""
"
1	none	" The sentence is grammatically correct.
"
0	syntax	" The correct version of the sentence would be: ""I'm not even sure if we got these tickets!"" or ""I'm even less sure if we got these tickets!""
"
0	syntax	" The correct version of the sentence would be: ""It is not because I have any sympathy for urban guerillas that I helped him.""
"
0	syntax	" The correct version of the sentence would be: ""It isn't because Sue said anything bad about me that I'm angry.""
"
